Splice ID	Case	Type	Tumor_PSI	Mean_PSI	Sample	Histology
RHOT2:670892-671203_670891-671000_671082-671203	RI	Skipping	0.11	0.412724770642202	BS_B1HF89ES	H3.1 K28
NELFE:31954555-31955096_31954554-31954877_31955058-31955096	RI	Skipping	0.223	0.476017857142857	BS_B1HF89ES	H3.1 K28
CTSA:45892725-45893311_45892724-45892887_45893219-45893311	RI	Skipping	0.4	0.663	BS_B1HF89ES	H3.1 K28
ATRX:77681520-77684593_77681519-77683451_77683538-77684593	RI	Skipping	0.792	0.888542168674699	BS_B1HF89ES	H3.1 K28
ABL2:179107718-179109441_179107717-179108898_179109207-179109441	RI	Skipping	0.594	0.815805194805195	BS_B1HF89ES	H3.1 K28
PML:74034478-74036394_74034477-74034530_74035171-74036394	RI	Inclusion	0.635	0.366419047619048	BS_B1HF89ES	H3.1 K28
HINT1:131159296-131162676_131159295-131162477_131162571-131162676	RI	Skipping	0.23	0.530024390243902	BS_B1HF89ES	H3.1 K28
NR3C1:143300485-143300763_143300484-143300592_143300685-143300763	RI	Skipping	0.922	0.96151724137931	BS_B1HF89ES	H3.1 K28
NELL2:44875815-44876315_44875814-44875900_44876293-44876315	RI	Skipping	0.253	0.614279569892473	BS_B1HF89ES	H3.1 K28
HSP90B1:103931521-103932418_103931520-103931623_103932280-103932418	RI	Skipping	0.071	0.538227272727273	BS_B1HF89ES	H3.1 K28
KLHDC4:87755194-87756477_87755193-87755292_87756421-87756477	RI	Skipping	0.469	0.717033333333333	BS_B1HF89ES	H3.1 K28
MYO15B:75590907-75591246_75590906-75591016_75591171-75591246	RI	Skipping	0.42100000000000004	0.700863636363637	BS_B1HF89ES	H3.1 K28
OTUD5:48934464-48934867_48934463-48934612_48934695-48934867	RI	Skipping	0.08199999999999999	0.50995061728395	BS_B1HF89ES	H3.1 K28
POMT2:77278729-77279928_77278728-77278869_77279536-77279928	RI	Skipping	0.193	0.560183673469388	BS_B1HF89ES	H3.1 K28
HNRNPA3:177216676-177216940_177216675-177216747_177216907-177216940	RI	Inclusion	0.978	0.875101449275362	BS_B1HF89ES	H3.1 K28
KLRK1:10378554-10379792_10378553-10378705_10379699-10379792	RI	Skipping	0.23399999999999999	0.621302325581395	BS_B1HF89ES	H3.1 K28
FAM66D:12145423-12145700_12145422-12145546_12145638-12145700	RI	Skipping	0.217	0.503540983606557	BS_B1HF89ES	H3.1 K28
AK2:33012074-33013402_33012073-33012122_33013206-33013402	RI	Skipping	0.8740000000000001	0.942142857142857	BS_B1HF89ES	H3.1 K28
CIZ1:128178709-128179415_128178708-128178904_128178988-128179415	RI	Skipping	0.937	0.970277777777778	BS_B1HF89ES	H3.1 K28
STARD10:72754729-72755142_72754728-72754782_72755121-72755142	RI	Skipping	0.778	0.899052631578947	BS_B1HF89ES	H3.1 K28
STUB1:681793-682076_681792-681903_682019-682076	RI	Skipping	0.366	0.826346153846154	BS_B1HF89ES	H3.1 K28
AMZ2:68248043-68248705_68248042-68248086_68248639-68248705	RI	Skipping	0.44299999999999995	0.730103092783505	BS_B1HF89ES	H3.1 K28
NSG1:4385857-4387173_4385856-4386643_4387118-4387173	RI	Skipping	0.191	0.513872093023256	BS_B1HF89ES	H3.1 K28
PIN1:9849090-9849682_9849089-9849201_9849532-9849682	RI	Skipping	0.9179999999999999	0.968	BS_B1HF89ES	H3.1 K28
PHC1:8922633-8922788_8922632-8922656_8922732-8922788	RI	Skipping	0.897	0.954558139534884	BS_B1HF89ES	H3.1 K28
GOLGA8A:34391123-34391426_34391122-34391265_34391352-34391426	RI	Inclusion	0.82	0.298954545454545	BS_B1HF89ES	H3.1 K28
MFAP4:19385099-19385454_19385098-19385281_19385357-19385454	RI	Inclusion	0.289	0.0756363636363636	BS_B1HF89ES	H3.1 K28
STIL:47299905-47300152_47299904-47299968_47300109-47300152	RI	Skipping	0.6	0.783642857142857	BS_B1HF89ES	H3.1 K28
PDGFC:156810837-156811017_156810836-156810868_156810952-156811017	RI	Skipping	0.902	0.95175	BS_B1HF89ES	H3.1 K28
TAPBPL:6457406-6457744_6457405-6457543_6457668-6457744	RI	Skipping	0.779	0.8797	BS_B1HF89ES	H3.1 K28
COCH:30874559-30874972_30874558-30874591_30874915-30874972	RI	Skipping	0.275	0.640742857142857	BS_B1HF89ES	H3.1 K28
CLIP4:29174373-29175600_29174372-29174445_29174904-29175600	RI	Skipping	0.366	0.736	BS_B1HF89ES	H3.1 K28
NRP2:205682501-205683363_205682500-205682578_205683090-205683363	RI	Skipping	0.805	0.941857142857143	BS_B1HF89ES	H3.1 K28
TRO:54928603-54931031_54928602-54928710_54930740-54931031	RI	Skipping	0.452	0.785150442477876	BS_MFGZH8FK	H3 WT
WDR13:48597492-48598037_48597491-48597614_48597957-48598037	RI	Inclusion	0.8590000000000001	0.430293103448276	BS_MFGZH8FK	H3 WT
C22orf46:41693463-41698136_41693462-41693851_41693937-41698136	RI	Skipping	0.29100000000000004	0.534221153846154	BS_MFGZH8FK	H3 WT
ARHGAP33:35787168-35788822_35787167-35787559_35787643-35788822	RI	Skipping	0.315	0.635557522123894	BS_MFGZH8FK	H3 WT
FAM104B:55143102-55146311_55143101-55143875_55146180-55146311	RI	Skipping	0.573	0.78672972972973	BS_MFGZH8FK	H3 WT
RBM39:35738968-35740887_35738967-35739017_35740823-35740887	RI	Inclusion	0.512	0.238762295081967	BS_MFGZH8FK	H3 WT
TCF3:1609290-1611849_1609289-1611369_1611703-1611849	RI	Skipping	0.384	0.564170731707317	BS_MFGZH8FK	H3 WT
NOTCH4:32194843-32196421_32194842-32196150_32196323-32196421	RI	Inclusion	0.7959999999999999	0.396	BS_MFGZH8FK	H3 WT
HNRNPA2B1:26190993-26192577_26190992-26191650_26192494-26192577	RI	Skipping	0.614	0.824383333333333	BS_MFGZH8FK	H3 WT
CD74:150405085-150406321_150405084-150405180_150406258-150406321	RI	Inclusion	0.027999999999999997	0.00990000000000001	BS_MFGZH8FK	H3 WT
YJU2B:13758868-13759272_13758867-13759010_13759099-13759272	RI	Skipping	0.149	0.368224137931034	BS_MFGZH8FK	H3 WT
PNCK:153671285-153671672_153671284-153671360_153671548-153671672	RI	Inclusion	0.5579999999999999	0.293560606060606	BS_MFGZH8FK	H3 WT
APC2:1456853-1458060_1456852-1457243_1457964-1458060	RI	Inclusion	0.594	0.180415094339623	BS_MFGZH8FK	H3 WT
PHF1:33414725-33415144_33414724-33414829_33414965-33415144	RI	Inclusion	0.35700000000000004	0.147581818181818	BS_MFGZH8FK	H3 WT
MIB2:1628019-1628399_1628018-1628179_1628272-1628399	RI	Inclusion	0.242	0.107717391304348	BS_MFGZH8FK	H3 WT
ADAMTS10:8596073-8596412_8596072-8596219_8596306-8596412	RI	Skipping	0.179	0.433872549019608	BS_MFGZH8FK	H3 WT
MRPL20-AS1:1399519-1400303_1399518-1399689_1400157-1400303	RI	Skipping	0.213	0.519376146788991	BS_MFGZH8FK	H3 WT
UAP1L1:137081998-137084538_137081997-137082064_137082636-137084538	RI	Inclusion	0.514	0.147673913043478	BS_MFGZH8FK	H3 WT
MAPKAPK5-AS1:111839764-111840477_111839763-111840003_111840332-111840477	RI	Skipping	0.358	0.581313253012048	BS_MFGZH8FK	H3 WT
PTPRS:5218420-5219467_5218419-5218532_5219309-5219467	RI	Inclusion	0.7929999999999999	0.340245098039216	BS_MFGZH8FK	H3 WT
CLU:27604924-27605335_27604923-27605069_27605171-27605335	RI	Inclusion	0.9890000000000001	0.965902439024389	BS_MFGZH8FK	H3 WT
CCDC88A:55295597-55296056_55295596-55295727_55295949-55296056	RI	Skipping	0.865	0.940916666666666	BS_MFGZH8FK	H3 WT
HCFC1R1:3023233-3023968_3023232-3023530_3023846-3023968	RI	Inclusion	0.196	0.059453125	BS_MFGZH8FK	H3 WT
FBXL6:144356990-144357502_144356989-144357121_144357438-144357502	RI	Inclusion	0.741	0.470990384615385	BS_MFGZH8FK	H3 WT
TMEM250:136114589-136117024_136114588-136114950_136115455-136117024	RI	Skipping	0.737	0.875295081967213	BS_MFGZH8FK	H3 WT
RNH1:499015-499999_499014-499185_499828-499999	RI	Inclusion	0.149	0.0485392156862745	BS_MFGZH8FK	H3 WT
RPS3:75401640-75402446_75401639-75401705_75402379-75402446	RI	Skipping	0.821	0.91377868852459	BS_MFGZH8FK	H3 WT
DCXR:82036859-82037547_82036858-82037013_82037449-82037547	RI	Inclusion	0.32299999999999995	0.122712962962963	BS_MFGZH8FK	H3 WT
METTL5:169824489-169824905_169824488-169824640_169824867-169824905	RI	Skipping	0.039	0.3056	BS_MFGZH8FK	H3 WT
RHOT2:670123-670357_670122-670175_670265-670357	RI	Skipping	0.161	0.455616822429906	BS_MFGZH8FK	H3 WT
TAF1C:84180170-84181186_84180169-84180344_84181042-84181186	RI	Inclusion	0.7559999999999999	0.349747826086956	BS_MFGZH8FK	H3 WT
CDK5RAP3:47981437-47981768_47981436-47981459_47981586-47981768	RI	Skipping	0.912	0.963945205479452	BS_MFGZH8FK	H3 WT
CIRBP:1270928-1271467_1270927-1271036_1271139-1271467	RI	Inclusion	0.047	0.016301724137931	BS_MFGZH8FK	H3 WT
DUS3L:5786749-5787171_5786748-5786845_5787060-5787171	RI	Inclusion	0.484	0.180291262135922	BS_MFGZH8FK	H3 WT
NOSIP:49556317-49556993_49556316-49556425_49556548-49556993	RI	Inclusion	0.124	0.0355056179775281	BS_MFGZH8FK	H3 WT
ASAH1:18064457-18067298_18064456-18064471_18067219-18067298	RI	Skipping	0.7809999999999999	0.906215384615385	BS_MFGZH8FK	H3 WT
PTPRZ1:122010334-122013889_122010333-122011309_122012647-122013889	RI	Skipping	0.804	0.963755102040816	BS_MFGZH8FK	H3 WT
CRIP2:105479125-105479493_105479124-105479219_105479435-105479493	RI	Inclusion	0.1	0.0298867924528302	BS_MFGZH8FK	H3 WT
PSD4:113185365-113186255_113185364-113185440_113185876-113186255	RI	Inclusion	0.434	0.241328767123288	BS_MFGZH8FK	H3 WT
ING4:6652662-6653050_6652661-6652770_6652944-6653050	RI	Inclusion	0.8009999999999999	0.514326086956522	BS_MFGZH8FK	H3 WT
SUGT1P4-STRA6LP-CCDC180:97362196-97362441_97362195-97362251_97362362-97362441	RI	Skipping	0.16	0.481743902439024	BS_MFGZH8FK	H3 WT
GBF1:102362475-102363396_102362474-102362628_102363255-102363396	RI	Skipping	0.556	0.806382978723404	BS_MFGZH8FK	H3 WT
PITPNM1:67496178-67497436_67496177-67496348_67497230-67497436	RI	Inclusion	0.33299999999999996	0.112985915492958	BS_MFGZH8FK	H3 WT
MAP3K12:53486947-53487428_53486946-53487155_53487254-53487428	RI	Skipping	0.457	0.752776699029126	BS_MFGZH8FK	H3 WT
HSP90B1:103931521-103932418_103931520-103931623_103932280-103932418	RI	Skipping	0.115	0.538227272727273	BS_MFGZH8FK	H3 WT
COLEC12:333007-335230_333006-333143_334741-335230	RI	Inclusion	0.368	0.102976744186047	BS_MFGZH8FK	H3 WT
CXXC1:50285749-50286257_50285748-50285928_50286021-50286257	RI	Inclusion	0.35100000000000003	0.139717647058824	BS_MFGZH8FK	H3 WT
NOSIP:49556549-49556993_49556548-49556736_49556874-49556993	RI	Inclusion	0.11800000000000001	0.0313298969072165	BS_MFGZH8FK	H3 WT
DMPK:45770971-45771396_45770970-45771060_45771349-45771396	RI	Inclusion	0.45	0.144311827956989	BS_MFGZH8FK	H3 WT
HNRNPA3:177216676-177216940_177216675-177216747_177216907-177216940	RI	Inclusion	0.976	0.875101449275362	BS_MFGZH8FK	H3 WT
CPSF1:144400166-144400493_144400165-144400276_144400353-144400493	RI	Inclusion	0.12300000000000001	0.0630602409638554	BS_MFGZH8FK	H3 WT
NEIL2:11769710-11770335_11769709-11769791_11770173-11770335	RI	Skipping	0.145	0.534516666666667	BS_MFGZH8FK	H3 WT
DMPK:45770971-45771396_45770970-45771056_45771349-45771396	RI	Inclusion	0.45899999999999996	0.210804347826087	BS_MFGZH8FK	H3 WT
RNF167:4940487-4940993_4940486-4940726_4940922-4940993	RI	Skipping	0.8909999999999999	0.940494117647059	BS_MFGZH8FK	H3 WT
RELA:65653602-65655000_65653601-65654509_65654818-65655000	RI	Skipping	0.8540000000000001	0.938558823529412	BS_MFGZH8FK	H3 WT
FLOT1:30741190-30741704_30741189-30741333_30741661-30741704	RI	Skipping	0.8909999999999999	0.949857142857143	BS_MFGZH8FK	H3 WT
MGAT4B:179801334-179801694_179801333-179801467_179801553-179801694	RI	Inclusion	0.142	0.0443589743589744	BS_MFGZH8FK	H3 WT
RND3:150487268-150487667_150487267-150487455_150487548-150487667	RI	Inclusion	0.564	0.256268292682927	BS_MFGZH8FK	H3 WT
CPSF1:144399992-144400276_144399991-144400085_144400165-144400276	RI	Inclusion	0.131	0.0323653846153846	BS_MFGZH8FK	H3 WT
FANCG:35079441-35079942_35079440-35079535_35079730-35079942	RI	Skipping	0.47600000000000003	0.757733333333333	BS_MFGZH8FK	H3 WT
PIN1:9849090-9849682_9849089-9849201_9849532-9849682	RI	Skipping	0.9279999999999999	0.968	BS_MFGZH8FK	H3 WT
H2AZ1:99948088-99948940_99948087-99948523_99948813-99948940	RI	Skipping	0.21600000000000003	0.577450980392157	BS_MFGZH8FK	H3 WT
OSBPL7:47816107-47816482_47816106-47816202_47816387-47816482	RI	Inclusion	0.317	0.147371428571429	BS_MFGZH8FK	H3 WT
TOP3B:21959132-21959736_21959131-21959232_21959586-21959736	RI	Inclusion	0.34299999999999997	0.185156626506024	BS_MFGZH8FK	H3 WT
CHRD:184386046-184386755_184386045-184386159_184386491-184386755	RI	Inclusion	0.435	0.179928571428571	BS_MFGZH8FK	H3 WT
SLC1A2:35418950-35419558_35418949-35419007_35419325-35419558	RI	Skipping	0.8270000000000001	0.952695652173913	BS_MFGZH8FK	H3 WT
NCF4:36875653-36876094_36875652-36875783_36876028-36876094	RI	Inclusion	0.6940000000000001	0.258917525773196	BS_0S8E7590	H3.1 K28
XBP1:28796047-28796192_28796046-28796121_28796147-28796192	RI	Skipping	0.578	0.86852688172043	BS_0S8E7590	H3.1 K28
ABCG1:42287889-42288312_42287888-42288037_42288210-42288312	RI	Inclusion	0.364	0.184081818181818	BS_0S8E7590	H3.1 K28
NELFCD:58994642-58995133_58994641-58994824_58994925-58995133	RI	Skipping	0.795	0.942875	BS_0S8E7590	H3.1 K28
COMMD7:32702703-32704071_32702702-32703458_32704022-32704071	RI	Inclusion	0.361	0.118956140350877	BS_0S8E7590	H3.1 K28
FCGRT:49524507-49525573_49524506-49524776_49525456-49525573	RI	Inclusion	0.5920000000000001	0.253609756097561	BS_0S8E7590	H3.1 K28
FASTK:151076626-151077027_151076625-151076832_151076912-151077027	RI	Inclusion	0.287	0.12436	BS_0S8E7590	H3.1 K28
FASTK:151076913-151078092_151076912-151077780_151077878-151078092	RI	Inclusion	0.266	0.130732142857143	BS_0S8E7590	H3.1 K28
RPL10A:35468420-35468873_35468419-35468439_35468798-35468873	RI	Inclusion	0.068	0.0219913043478261	BS_0S8E7590	H3.1 K28
HLA-A:29942757-29943543_29942756-29943026_29943267-29943543	RI	Inclusion	0.096	0.0240813008130081	BS_0S8E7590	H3.1 K28
ZMIZ2:44761449-44761905_44761448-44761593_44761694-44761905	RI	Inclusion	0.326	0.150149122807018	BS_0S8E7590	H3.1 K28
MFSD10:2931375-2931936_2931374-2931465_2931824-2931936	RI	Inclusion	0.882	0.440836734693878	BS_0S8E7590	H3.1 K28
SH3BP2:2831923-2832412_2831922-2831978_2832330-2832412	RI	Inclusion	0.363	0.104961538461538	BS_0S8E7590	H3.1 K28
POLR3GL:145977778-145978096_145977777-145977851_145977982-145978096	RI	Inclusion	0.41200000000000003	0.109411764705882	BS_0S8E7590	H3.1 K28
