splice_id	gene	histology
FBXL3:77021657-77021861_77018599-77018722_77026826-77027195	FBXL3	ATRT
GMDS-DT:2397221-2397626_2248836-2248926_2398576-2398778	DT	ATRT
TTYH1:54435828-54435873_54435541-54435684_54436090-54436171	TTYH1	ATRT
ENOSF1:678696-678737_677742-677872_683245-683380	ENOSF1	ATRT
AC010422.8:12677108-12677211_12676016-12676142_12677290-12677396	8	ATRT
TASOR2:5735304-5735546_5730486-5731203_5739617-5740497	TASOR2	ATRT
DROSHA:31521123-31521215_31514987-31515219_31526078-31526912	DROSHA	ATRT
CAMK2G:73819532-73819645_73817478-73817554_73821681-73821730	CAMK2G	ATRT
HIRIP3:29993906-29994843_29993639-29993808_29995102-29995217	HIRIP3	ATRT
NDRG4:58500988-58501077_58500089-58500269_58503743-58503903	NDRG4	ATRT
GAK:913607-913668_904636-904779_932042-932220	GAK	ATRT
SDHC:161328396-161328497_161323613-161323670_161340593-161340655	SDHC	ATRT
SDHC:161356677-161356840_161340593-161340655_161362328-161362433	SDHC	ATRT
CRIP2:105478266-105478360_105474149-105474905_105478449-105478507	CRIP2	ATRT
NNT-AS1:43583467-43583566_43571593-43575935_43602777-43602965	AS1	ATRT
FBRSL1:132581741-132581824_132581438-132581516_132582061-132582266	FBRSL1	ATRT
MRPL48:73808313-73808350_73805026-73805079_73825707-73825796	MRPL48	ATRT
MEGF11:66128306-66128433_66123898-66124000_66253604-66253747	MEGF11	ATRT
CTDSPL:37957111-37957143_37947056-37947211_37964570-37964672	CTDSPL	ATRT
EIF3L:37886765-37886845_37877673-37878171_37888425-37888479	EIF3L	ATRT
BABAM1:17271597-17271655_17268684-17269091_17273903-17273980	BABAM1	ATRT
GTPBP1:38708845-38708956_38705943-38706147_38715906-38715962	GTPBP1	ATRT
MYEF2:48167349-48167401_48166120-48166128_48168630-48168839	MYEF2	ATRT
AP002748.5:66511205-66511239_66511012-66511089_66514405-66514678	5	ATRT
PLPP1:55475299-55475450_55467868-55468149_55490959-55491114	PLPP1	ATRT
RBM10:47171028-47171258_47169314-47169498_47173127-47173197	RBM10	ATRT
GUSB:65979727-65979911_65979398-65979541_65980223-65980409	GUSB	ATRT
TOM1:35321959-35322019_35317876-35317961_35323027-35323177	TOM1	ATRT
TOM1:35321959-35322037_35317876-35317961_35323027-35323177	TOM1	ATRT
GUSB:65979834-65979911_65979398-65979541_65980223-65980409	GUSB	ATRT
DDX6:118765209-118765355_118763211-118763306_118768222-118768352	DDX6	ATRT
KANSL3:96602116-96602338_96601642-96601776_96602752-96602862	KANSL3	ATRT
PML:74032572-74032715_74024856-74024927_74033155-74033414	PML	ATRT
SYNJ2BP:70388470-70388606_70375675-70375771_70416899-70417090	SYNJ2BP	ATRT
ARHGEF2:155965631-155965760_155965302-155965412_155966415-155966479	ARHGEF2	ATRT
SORL1:121557314-121557405_121555041-121555318_121558590-121558837	SORL1	ATRT
EPB41L1:36214357-36214440_36212271-36212376_36221863-36221934	EPB41L1	ATRT
STX16:58669302-58669453_58667986-58668127_58670511-58670603	STX16	ATRT
ACOX1:75960215-75960375_75957420-75957566_75973624-75973785	ACOX1	ATRT
ALOX12-AS1:7009796-7009889_7001131-7002620_7012195-7012317	AS1	ATRT
ATXN2:111464662-111464715_111457213-111457359_111470107-111470240	ATXN2	ATRT
SPATS2:49371228-49371290_49366904-49367587_49460769-49461037	SPATS2	ATRT
RASSF8:25995037-25995130_25959028-25959148_26055235-26055446	RASSF8	ATRT
TMX2:57737786-57738026_57737607-57737668_57738353-57738417	TMX2	ATRT
TMX2:57737836-57738026_57737607-57737668_57738353-57738430	TMX2	ATRT
TMX2:57737913-57738026_57737607-57737668_57738353-57738430	TMX2	ATRT
EEF1AKMT2:124762300-124762558_124757830-124760503_124765391-124765608	EEF1AKMT2	ATRT
PBX3:125915686-125915927_125748181-125748623_125929654-125929845	PBX3	ATRT
GOLGB1:121722262-121722378_121718387-121718501_121726912-121727041	GOLGB1	ATRT
UBP1:33408690-33408797_33402800-33402904_33409235-33409346	UBP1	ATRT
FAM168A:73419874-73419999_73411393-73411536_73430689-73430770	FAM168A	ATRT
TERF1:73030336-73030395_73026939-73027052_73032041-73032133	TERF1	ATRT
FGF1:142600702-142600800_142595230-142595484_142613958-142614161	FGF1	ATRT
FGF1:142600702-142600805_142592177-142595484_142613958-142614161	FGF1	ATRT
SLMAP:57871636-57871698_57864547-57864716_57890040-57890100	SLMAP	ATRT
ADGRB2:31735183-31735281_31732971-31733143_31735579-31735665	ADGRB2	ATRT
CD74:150403121-150403312_150401698-150402625_150404679-150404767	CD74	ATRT
EFCAB14:46688353-46688544_46686783-46686870_46689586-46689691	EFCAB14	ATRT
ZNF383:37224818-37224939_37217925-37218274_37230408-37230462	ZNF383	ATRT
DEF8:89949417-89949513_89947924-89948814_89954242-89954376	DEF8	ATRT
IPO9:201834954-201835064_201829148-201829372_201847278-201847340	IPO9	ATRT
CROCCP2:16626353-16626499_16625374-16626005_16627144-16627289	CROCCP2	ATRT
RNF38:36390467-36390616_36375933-36376127_36424612-36424683	RNF38	ATRT
FYN:111700104-111700268_111699514-111699670_111702884-111703034	FYN	ATRT
ASAP2:9391062-9391196_9388293-9388546_9393481-9393647	ASAP2	ATRT
ANKRD12:9204476-9204544_9195550-9195698_9208656-9208803	ANKRD12	ATRT
UNC13A:17676012-17676041_17674656-17674756_17688177-17688199	UNC13A	ATRT
BCOR:40071637-40071690_40070972-40071159_40072348-40075180	BCOR	ATRT
NETO2:47086226-47086339_47077702-47083801_47109482-47109711	NETO2	ATRT
UBE3A:25409088-25409207_25405460-25405502_25411907-25411932	UBE3A	ATRT
ENKD1:67664996-67665168_67663936-67664062_67666070-67666129	ENKD1	ATRT
MORN4:97619587-97619683_97617207-97617322_97633346-97633500	MORN4	ATRT
PRRC2A:31622727-31622901_31620719-31620858_31623731-31623909	PRRC2A	ATRT
ZNF461:36643794-36643862_36636617-36640043_36656447-36656543	ZNF461	ATRT
ENTR1:136408999-136409067_136407825-136407938_136410089-136410239	ENTR1	ATRT
NCOR2:124327547-124327633_124326179-124326370_124330844-124330898	NCOR2	ATRT
SUCO:172577539-172577559_172575517-172575623_172577763-172577819	SUCO	ATRT
TLK2:62524236-62524331_62523133-62523177_62536169-62536337	TLK2	ATRT
MEF2A:99598430-99598511_99565699-99566104_99632977-99633173	MEF2A	ATRT
PROSER1:39034131-39034196_39031562-39031631_39037197-39037294	PROSER1	ATRT
R3HDM2:57292572-57292667_57283823-57284056_57295398-57295507	R3HDM2	ATRT
C11orf74:36633284-36633438_36610080-36610239_36648015-36648155	C11orf74	ATRT
CTBP2:125110990-125111093_125038996-125039155_125160318-125160513	CTBP2	ATRT
NRIP1:15014344-15014466_14961234-14968526_15064744-15065000	NRIP1	ATRT
CYP20A1:203272646-203272748_203266513-203266681_203278572-203278688	CYP20A1	ATRT
CYP20A1:203272670-203272748_203266513-203266681_203278572-203278688	CYP20A1	ATRT
ACSL3:222900674-222900780_222861035-222861258_222908732-222909036	ACSL3	ATRT
GPBP1L1:45685576-45685620_45660183-45661225_45686411-45686533	GPBP1L1	ATRT
ZFAND4:45651966-45652033_45648293-45648534_45663541-45663842	ZFAND4	ATRT
SEMA5A:9337713-9337812_9318371-9318417_9379822-9380023	SEMA5A	ATRT
CARD8:48218871-48219012_48215339-48215384_48221729-48221855	CARD8	ATRT
ARID4B:235213769-235214026_235196030-235196115_235219792-235219968	ARID4B	ATRT
DROSHA:31521123-31521215_31515453-31515564_31526078-31526912	DROSHA	ATRT
MFSD14B:94456240-94456337_94453957-94454070_94458321-94458464	MFSD14B	ATRT
DAZAP2:51240871-51241039_51240342-51240461_51242329-51242816	DAZAP2	ATRT
DAZAP2:51240871-51241116_51240342-51240461_51242329-51242431	DAZAP2	ATRT
DAZAP2:51240899-51241116_51240342-51240461_51242329-51243785	DAZAP2	ATRT
DAZAP2:51240967-51241116_51240342-51240461_51242329-51242594	DAZAP2	ATRT
IGSF9B:133929671-133929782_133926915-133927091_133930983-133931134	IGSF9B	ATRT
PGS1:78396308-78396385_78392475-78392665_78398251-78398268	PGS1	ATRT
ARMCX5-GPRASP2:102601464-102601509_102599525-102599847_102605481-102605653	GPRASP2	ATRT
TSPO:43159210-43159420_43151558-43151604_43161051-43161190	TSPO	ATRT
MAPK3:30117137-30117285_30116893-30117003_30117669-30117784	MAPK3	ATRT
UBE2Q2P2:82408288-82408367_82404611-82404751_82414600-82414738	UBE2Q2P2	ATRT
RBM23:22909483-22909595_22905584-22906368_22918998-22919138	RBM23	ATRT
RBM23:22911328-22911403_22906014-22906368_22918998-22919110	RBM23	ATRT
PEX26:18085112-18085258_18083436-18083732_18087971-18088460	PEX26	ATRT
ARHGEF7:111209872-111210002_111153713-111153991_111217678-111217800	ARHGEF7	ATRT
ETHE1:43526201-43526349_43511436-43511566_43526514-43526659	ETHE1	ATRT
FBXW8:116949618-116949706_116945363-116945528_116964696-116964854	FBXW8	ATRT
POU6F1:51206789-51206883_51204172-51204368_51217641-51217667	POU6F1	ATRT
ANO6:45302014-45302093_45216019-45216391_45331294-45331423	ANO6	ATRT
CD151:834530-834591_832951-833022_836062-836153	CD151	ATRT
ATP2B4:203723881-203723988_203722477-203722689_203727394-203727571	ATP2B4	ATRT
RYK:134177941-134178073_134175929-134176039_134183001-134183033	RYK	ATRT
FAM32A:16190520-16190573_16185379-16185765_16190886-16191378	FAM32A	ATRT
FIS1:101244007-101244139_101240829-101240906_101251894-101252133	FIS1	ATRT
SYP:49194166-49194361_49193271-49193463_49198967-49199033	SYP	ATRT
APBB2:41065576-41065673_41033235-41033304_41100638-41100750	APBB2	ATRT
RBM6:49999440-49999513_49975322-49975392_50048244-50048319	RBM6	ATRT
TNRC6B:40270122-40270280_40264687-40267036_40273424-40273600	TNRC6B	ATRT
EFEMP1:55876623-55876742_55874945-55875065_55881611-55881734	EFEMP1	ATRT
EIF4G1:184316132-184316218_184315407-184315856_184317320-184317497	EIF4G1	ATRT
CRIM1:36464534-36464655_36442614-36442735_36476888-36477071	CRIM1	ATRT
RHOC:112705100-112705168_112703492-112703806_112707077-112707114	RHOC	ATRT
MAP4:47977865-47977933_47928227-47928350_47998637-47998879	MAP4	ATRT
NDUFS2:161203437-161203543_161202045-161202480_161206406-161206593	NDUFS2	ATRT
DNAJC19:180986943-180987022_180985409-180985996_180988022-180988096	DNAJC19	ATRT
PMM2:8804767-8804843_8801798-8801910_8806315-8806407	PMM2	ATRT
ILF3:10680346-10680443_10679815-10679927_10681018-10681028	ILF3	ATRT
WIPI2:5199576-5199658_5190195-5190493_5214534-5214704	WIPI2	ATRT
HNRNPH3:68337858-68337996_68337198-68337333_68338502-68338642	HNRNPH3	ATRT
TMEM62:43146493-43146634_43135511-43135649_43148754-43148788	TMEM62	ATRT
HACE1:104811311-104811393_104796928-104797025_104833041-104833173	HACE1	ATRT
VKORC1L1:65948671-65948780_65873073-65873565_65954073-65959558	VKORC1L1	ATRT
PAG1:81070112-81070170_81029995-81030089_81111590-81112068	PAG1	ATRT
FAM49B:129879389-129879471_129871374-129871496_129903311-129903350	FAM49B	ATRT
SMG9:43744772-43744884_43739672-43740218_43747441-43747539	SMG9	ATRT
SLC35B3:8434385-8434430_8429863-8430157_8435342-8435611	SLC35B3	ATRT
MEGF11:66128306-66128411_66123898-66124000_66253604-66253737	MEGF11	ATRT
AC093525.1:2527561-2527615_2520983-2521123_2527772-2527955	1	ATRT
SYNE2:64215286-64215354_64214143-64214470_64216247-64216387	SYNE2	ATRT
PICALM:86031469-86031611_86014869-86014963_86068650-86068733	PICALM	ATRT
DGKZ:46369941-46370009_46369363-46369550_46371312-46371384	DGKZ	ATRT
THAP5:108565952-108566022_108564569-108565105_108569489-108569750	THAP5	ATRT
KIAA0319L:35448173-35448332_35444160-35444303_35449866-35450005	KIAA0319L	ATRT
SEMA6D:47767037-47767093_47766579-47766677_47768580-47768748	SEMA6D	ATRT
LZTS3:3167738-3167961_3166704-3167181_3173454-3173546	LZTS3	ATRT
WIZ:15428110-15428508_15426981-15427533_15429585-15430089	WIZ	ATRT
NOTCH3:15184295-15184450_15181575-15181801_15184905-15185019	NOTCH3	ATRT
ACACA:37210467-37210490_37207656-37207800_37221723-37221842	ACACA	ATRT
ISOC2:55455636-55455845_55455259-55455330_55456348-55456489	ISOC2	ATRT
METTL26:635518-635774_634736-634797_636093-636260	METTL26	ATRT
METTL26:635612-635774_634718-634797_636093-636235	METTL26	ATRT
SECISBP2L:49019418-49019552_49017547-49017628_49027364-49027480	SECISBP2L	ATRT
YIF1A:66285381-66285536_66284579-66284966_66285700-66285758	YIF1A	ATRT
CD151:834530-834591_832931-833026_836062-836153	CD151	ATRT
MRPS18C:83458346-83458429_83456908-83456958_83459739-83459797	MRPS18C	ATRT
BIRC6:32435496-32435585_32433643-32433804_32436052-32436184	BIRC6	ATRT
BRSK2:1456955-1457049_1456597-1456687_1459191-1459239	BRSK2	ATRT
NRIP1:15014344-15014466_14961234-14968526_15043494-15043574	NRIP1	ATRT
SEMA4D:89418056-89418118_89405350-89405699_89455887-89455953	SEMA4D	ATRT
ATG9A:219228434-219228482_219227921-219228053_219229009-219229325	ATG9A	ATRT
PCGF5:91271638-91271697_91264430-91264520_91278268-91284329	PCGF5	ATRT
ZEB2:144424796-144424864_144404835-144405024_144429768-144430026	ZEB2	ATRT
ZEB2:144424796-144424953_144404835-144405024_144429768-144430026	ZEB2	ATRT
FAM168A:73468405-73468492_73430162-73430770_73597922-73598098	FAM168A	ATRT
RAP1GAP:21601684-21601797_21599493-21599617_21602803-21602913	RAP1GAP	ATRT
YY1AP1:155680416-155680456_155679408-155679512_155688070-155688201	YY1AP1	ATRT
HNRNPM:8483158-8483211_8474166-8474244_8485602-8485648	HNRNPM	ATRT
TNFRSF12A:3021189-3021319_3020367-3020491_3021554-3021689	TNFRSF12A	ATRT
TEX22:105449359-105449409_105445417-105445511_105450057-105450106	TEX22	ATRT
ADGRB2:31742838-31743002_31742052-31742217_31744192-31744357	ADGRB2	ATRT
TMCO3:113547300-113547379_113539356-113539507_113548302-113548452	TMCO3	ATRT
NPRL3:117301-117375_112621-112775_119125-119255	NPRL3	ATRT
EIF4A2:186787495-186787584_186787126-186787264_186787802-186787882	EIF4A2	ATRT
CPT1C:49691821-49691889_49691115-49691340_49692238-49692393	CPT1C	ATRT
CPT1C:49691821-49691953_49691115-49691340_49692238-49692393	CPT1C	ATRT
HMGA1:34237204-34237317_34236872-34236963_34240736-34240882	HMGA1	ATRT
PUF60:143824313-143824396_143821817-143821913_143829279-143829299	PUF60	ATRT
PUF60:143824313-143824399_143821817-143821913_143829279-143829315	PUF60	ATRT
UBR3:169877494-169877637_169875790-169875949_169878524-169878574	UBR3	ATRT
MDM4:204537459-204537497_204532190-204532246_204538208-204538308	MDM4	ATRT
ZNF875:37335169-37335257_37334655-37334782_37347189-37347316	ZNF875	ATRT
RABGAP1L:174988641-174988838_174982833-174982905_174989848-174990341	RABGAP1L	ATRT
PODNL1:13935980-13936044_13933877-13933993_13936366-13936460	PODNL1	ATRT
SIX5:45766350-45767155_45764784-45766111_45768041-45769252	SIX5	ATRT
STAT5A:42291972-42292061_42289865-42290022_42295618-42295793	STAT5A	ATRT
SCAF1:49645021-49645134_49642208-49642242_49645353-49645411	SCAF1	ATRT
MFGE8:88899656-88899811_88898682-88899532_88901550-88901735	MFGE8	ATRT
APTX:32988092-32988124_32987543-32987731_32989758-32989895	APTX	ATRT
RNH1:504824-504888_502061-502249_506608-506759	RNH1	ATRT
RNH1:504824-504996_502061-502181_506608-506800	RNH1	ATRT
RNH1:504824-504996_502061-502249_506608-506800	RNH1	ATRT
PILRB:100353895-100354012_100353209-100353270_100355142-100355240	PILRB	ATRT
CTIF:48636614-48636685_48619537-48619745_48663751-48663811	CTIF	ATRT
FEZ1:125448502-125448567_125442880-125446111_125452333-125452409	FEZ1	ATRT
AKAP11:42297048-42297182_42295694-42295742_42298532-42298797	AKAP11	ATRT
RASA4B:102503163-102503244_102501095-102501227_102506694-102506824	RASA4B	ATRT
ZNF34:144777458-144777577_144773113-144774605_144778037-144778164	ZNF34	ATRT
ADGRB1:142510932-142511073_142490771-142490815_142518137-142518241	ADGRB1	ATRT
PAQR3:78935121-78935283_78930169-78930325_78939039-78939225	PAQR3	ATRT
HNRNPR:23333518-23333631_23323555-23323732_23337753-23337861	HNRNPR	ATRT
MCCC1:183092409-183092545_183086692-183086788_183094558-183094605	MCCC1	ATRT
PNISR:99416349-99416428_99414571-99414690_99425214-99425270	PNISR	ATRT
RIPK2:89762829-89762982_89757815-89758233_89765340-89765496	RIPK2	ATRT
PAQR3:78935121-78935176_78930169-78930325_78939039-78939195	PAQR3	ATRT
MON1A:49911526-49912011_49910118-49910884_49913219-49913359	MON1A	ATRT
ZNF711:85267278-85267415_85265117-85265255_85268293-85268341	ZNF711	ATRT
SNU13:41682356-41682587_41680243-41680364_41688793-41688895	SNU13	ATRT
GPS1:82052256-82052459_82051499-82051524_82053273-82053366	GPS1	ATRT
ARHGAP23:38498414-38498510_38497784-38497826_38500596-38500628	ARHGAP23	ATRT
ABCD4:74299548-74299675_74297835-74298069_74300149-74300268	ABCD4	ATRT
MSI1:120351344-120351400_120347445-120347514_120353298-120353379	MSI1	ATRT
R3HDM2:57289009-57289040_57283823-57284056_57295398-57295507	R3HDM2	ATRT
MYL6:56160626-56160670_56160242-56160320_56161386-56161550	MYL6	ATRT
RNH1:504824-504996_502061-502249_507112-507195	RNH1	ATRT
C3orf18:50565466-50565861_50561721-50561747_50567462-50567665	C3orf18	ATRT
SEPTIN2:241325967-241326113_241324215-241324241_241335125-241335212	SEPTIN2	ATRT
SEPTIN2:241325993-241326113_241324153-241324241_241335125-241335146	SEPTIN2	ATRT
ARHGEF12:120409394-120409450_120407737-120407823_120420752-120420851	ARHGEF12	ATRT
APBB2:40842370-40842375_40830462-40830577_40890363-40890425	APBB2	ATRT
PUM1:30964674-30964910_30953713-30953981_30965981-30966197	PUM1	ATRT
KIAA1191:176359481-176359567_176348249-176348356_176361601-176361761	KIAA1191	ATRT
KIAA1191:176359481-176359567_176352621-176352748_176361601-176361761	KIAA1191	ATRT
ITGA6:172501772-172501901_172497974-172498100_172504090-172504534	ITGA6	ATRT
QDPR:17509271-17509363_17504378-17504475_17511949-17511981	QDPR	ATRT
MAP7D1:36174898-36175008_36173363-36173478_36176198-36176321	MAP7D1	ATRT
EIF4G3:21001199-21001312_20997600-20997633_21002712-21002808	EIF4G3	ATRT
EIF4A2:186787479-186787584_186787126-186787264_186787802-186787882	EIF4A2	ATRT
NFIC:3456550-3456635_3452481-3452666_3462751-3462900	NFIC	ATRT
PAM:102974116-102974436_102961157-102961229_102990271-102990401	PAM	ATRT
PRUNE2:76625023-76625058_76614449-76614600_76629191-76629290	PRUNE2	ATRT
MTCH2:47635545-47635571_47634671-47634734_47638698-47638791	MTCH2	ATRT
ZNF74:20395333-20395418_20394150-20394662_20400631-20400758	ZNF74	ATRT
HNRNPK:83975462-83975505_83974516-83974589_83976994-83977051	HNRNPK	ATRT
GPS1:82052259-82052459_82051499-82051524_82053273-82053366	GPS1	ATRT
GPS1:82052375-82052459_82051499-82051524_82053273-82053366	GPS1	ATRT
ZFP69B:40454203-40454288_40450475-40451088_40456944-40457071	ZFP69B	ATRT
GBA2:35741672-35741890_35740824-35741064_35744296-35744412	GBA2	ATRT
NCOR2:124354478-124354582_124354092-124354196_124354836-124354939	NCOR2	ATRT
SYNJ1:32634861-32634881_32631777-32631801_32638907-32639125	SYNJ1	ATRT
AL355385.2:43055545-43055618_43054414-43054486_43055896-43056007	2	ATRT
PWWP2A:160080651-160080770_160075881-160078168_160093100-160094065	PWWP2A	ATRT
CELSR3:48652437-48652553_48651876-48652048_48653001-48653187	CELSR3	ATRT
BLOC1S1:55716933-55717005_55716291-55716717_55719090-55719223	BLOC1S1	ATRT
COL23A1:178256866-178256928_178256352-178256397_178257522-178257567	COL23A1	ATRT
EPN2:19331853-19332068_19329560-19329647_19333955-19334330	EPN2	ATRT
POU6F1:51191596-51191764_51186935-51190592_51192329-51192471	POU6F1	ATRT
MS4A7:60386717-60386773_60383128-60383288_60389389-60389596	MS4A7	ATRT
MINDY1:151002165-151002323_151001724-151001782_151006311-151006857	MINDY1	ATRT
