ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference	Type
82822	"ENSG00000196498.13"	"NCOR2"	chr12	-	124327408	124327633	124326190	124326370	124330844	124330898	82822	238,523,156,971,330	4,55,0,24,0	648,935,152,677,487	6,45,7,537,392	298	149	0.00217700345614	0.04088822013496877	0.967,0.826,1.0,0.953,1.0	0.982,0.912,0.916,0.387,0.383	0.233	Epi
105806	"ENSG00000137486.17"	"ARRB1"	chr11	-	75271700	75271724	75268888	75268959	75272894	75272978	105806	12,51,10,75,48	10,17,4,41,11	67,18,15,16,18	37,44,13,60,37	173	149	2.93116507448e-05	0.0011402030715177713	0.508,0.721,0.683,0.612,0.79	0.609,0.261,0.498,0.187,0.295	0.293	Epi
109114	"ENSG00000168137.17"	"SETD5"	chr3	+	9433369	9433562	9429826	9430051	9433844	9433878	109114	123,84,32,223,131	27,29,7,49,19	90,369,0,151,129	45,251,7,81,71	298	149	0.000157576855073	0.0046979336439396165	0.695,0.592,0.696,0.695,0.775	0.5,0.424,0.0,0.482,0.476	0.314	Epi
119600	"ENSG00000112787.13"	"FBRSL1"	chr12	+	132571306	132571524	132571151	132571231	132572287	132572338	119600	63,62,10,79,67	8,35,1,31,19	69,109,10,68,79	26,269,5,73,74	298	149	0.000288461411275	0.007734044872808876	0.797,0.47,0.833,0.56,0.638	0.57,0.168,0.5,0.318,0.348	0.279	Epi
138600	"ENSG00000157212.19"	"PAXIP1"	chr7	-	154986016	154986179	154983218	154983332	154991005	154991069	138600	11,13,4,19,14	8,23,2,7,3	13,62,0,11,12	8,104,1,55,36	298	149	0.00226608190682	0.04229889604879379	0.407,0.22,0.5,0.576,0.7	0.448,0.23,0.0,0.091,0.143	0.298	Epi
150084	"ENSG00000112081.17"	"SRSF3"	chr6	+	36599820	36600276	36598848	36598983	36601151	36601190	150084	710,531,16,169,690	60,700,46,674,360	192,226,42,447,361	236,3244,653,1698,1279	298	149	4.0830260957e-05	0.0015201834985717779	0.855,0.275,0.148,0.111,0.489	0.289,0.034,0.031,0.116,0.124	0.257	Epi
803	"ENSG00000147099.21"	"HDAC8"	chrX	-	72494195	72494381	72484850	72489041	72495155	72495268	803	23,7,0,14,10	1,1,2,2,4	25,2,0,2,1	14,10,7,2,2	298	149	0.000871981958534	0.01930101378328675	0.92,0.778,0.0,0.778,0.556	0.472,0.091,0.0,0.333,0.2	0.387	TF
4063	"ENSG00000101126.18"	"ADNP"	chr20	-	50904765	50904849	50903888	50904001	50918738	50918781	4063	4,1,1,2,15	0,1,0,0,0	0,30,3,23,47	3,4,0,6,6	233	149	1.88054203745e-05	0.0007827335393473153	1.0,0.39,1.0,1.0,1.0	0.0,0.827,1.0,0.71,0.834	0.204	TF
17979	"ENSG00000197779.13"	"ZNF81"	chrX	+	47842649	47842768	47836901	47836987	47846104	47846321	17979	31,18,16,38,17	3,2,0,10,2	58,14,0,22,12	5,31,2,18,14	268	149	0.000174326244948	0.005094334560280568	0.852,0.833,1.0,0.679,0.825	0.866,0.201,0.0,0.405,0.323	0.479	TF
19322	"ENSG00000006194.10"	"ZNF263"	chr16	+	3285058	3285239	3283490	3284205	3286022	3286149	19322	45,57,2,66,99	2,5,0,10,0	47,76,0,64,22	4,21,2,24,14	298	149	0.000271627644234	0.007344721239603295	0.918,0.851,1.0,0.767,1.0	0.855,0.644,0.0,0.571,0.44	0.405	TF
19324	"ENSG00000006194.10"	"ZNF263"	chr16	+	3285680	3285754	3283505	3284205	3286022	3286149	19324	22,38,3,33,57	2,5,0,10,0	25,49,8,48,32	4,21,2,24,14	223	149	8.84545834233e-05	0.0028863240459598917	0.88,0.835,1.0,0.688,1.0	0.807,0.609,0.728,0.572,0.604	0.217	TF
19969	"ENSG00000068305.17"	"MEF2A"	chr15	+	99620890	99621080	99598429	99598511	99632977	99633173	19969	26,21,2,30,14	20,36,2,16,25	19,5,0,40,49	19,220,5,107,170	298	149	4.08121446371e-06	0.00021612324456490853	0.394,0.226,0.333,0.484,0.219	0.333,0.011,0.0,0.157,0.126	0.206	TF
38094	"ENSG00000175334.8"	"BANF1"	chr11	+	66002843	66003070	66002255	66002513	66003234	66003335	38094	3,33,0,17,31	7,37,4,19,14	0,4,26,34,28	14,147,100,238,185	298	149	1.94519778618e-07	1.6151592536319596e-05	0.176,0.308,0.0,0.309,0.525	0.0,0.013,0.115,0.067,0.07	0.211	TF
41991	"ENSG00000139613.12"	"SMARCC2"	chr12	-	56172936	56173029	56172584	56172704	56173695	56173849	41991	214,639,64,640,729	245,502,75,189,226	283,368,139,217,87	382,776,67,470,294	242	149	0.0012946781917	0.026671190165597027	0.35,0.439,0.344,0.676,0.665	0.313,0.226,0.561,0.221,0.154	0.2	TF
42849	"ENSG00000166169.17"	"POLL"	chr10	-	101584601	101584720	101583507	101583681	101584877	101584919	42849	10,42,2,46,40	0,4,0,4,0	3,21,45,71,34	2,11,18,15,14	268	149	1.26093139263e-08	1.5740002262210498e-06	1.0,0.854,1.0,0.865,1.0	0.455,0.515,0.582,0.725,0.575	0.373	TF
45677	"ENSG00000156983.16"	"BRPF1"	chr3	+	9744223	9744508	9743577	9743901	9745007	9745155	45677	126,159,13,64,92	1,0,0,0,0	109,361,5,245,174	4,28,5,17,11	298	149	7.44416306375e-10	1.3368279368937863e-07	0.984,1.0,1.0,1.0,1.0	0.932,0.866,0.333,0.878,0.888	0.217	TF
45846	"ENSG00000189308.11"	"LIN54"	chr4	-	82970326	82970465	82946257	82946474	82978882	82979006	45846	50,32,4,10,23	2,0,0,0,0	6,122,1,75,80	0,8,2,6,4	288	149	0.000260253531167	0.0070798095996278156	0.928,1.0,1.0,1.0,1.0	1.0,0.888,0.206,0.866,0.912	0.211	TF
53335	"ENSG00000112282.18"	"MED23"	chr6	-	131615323	131615341	131610045	131610246	131615906	131616002	53335	23,71,4,37,27	2,10,4,1,11	32,72,3,18,14	4,19,2,83,87	167	149	0.00198649655248	0.037889526098254626	0.911,0.864,0.472,0.971,0.687	0.877,0.772,0.572,0.162,0.126	0.279	TF
63597	"ENSG00000104205.15"	"SGK3"	chr8	+	66677641	66677954	66667551	66667701	66678218	66678295	63597	12,23,4,8,18	4,2,0,0,0	0,15,1,13,12	2,12,37,0,5	298	149	1.06566777047e-05	0.0004841091453039502	0.6,0.852,1.0,1.0,1.0	0.0,0.385,0.013,1.0,0.545	0.502	TF
74672	"ENSG00000163939.18"	"PBRM1"	chr3	-	52554723	52554879	52550746	52550817	52558248	52558413	74672	16,167,2,106,32	6,2,0,1,3	13,164,1,78,26	3,5,0,38,42	298	149	0.00178493578062	0.034731953204842556	0.571,0.977,1.0,0.981,0.842	0.684,0.943,1.0,0.506,0.236	0.2	TF
79319	"ENSG00000028310.18"	"BRD9"	chr5	-	868606	869119	865413	865581	869244	869404	79319	19,2,2,0,4	15,1,0,2,1	0,4,1,1,0	8,5,4,3,5	298	149	0.00112858194275	0.023853385489980356	0.388,0.5,1.0,0.0,0.667	0.0,0.286,0.111,0.143,0.0	0.403	TF
80637	"ENSG00000140993.11"	"TIGD7"	chr16	-	3304763	3304944	3301678	3302009	3305211	3305430	80637	17,11,0,12,11	2,40,2,15,5	2,8,2,0,9	7,47,4,16,34	298	149	0.00187693839738	0.03616987594739437	0.81,0.121,0.0,0.286,0.524	0.125,0.078,0.2,0.0,0.117	0.244	TF
81775	"ENSG00000173480.11"	"ZNF417"	chr19	-	57915337	57915531	57912059	57912186	57916378	57916577	81775	198,10,4,37,30	46,58,3,42,15	36,12,0,0,0	62,67,4,40,33	298	149	9.39212002948e-07	6.267639463650324e-05	0.683,0.079,0.4,0.306,0.5	0.225,0.082,0.0,0.0,0.0	0.332	TF
82822	"ENSG00000196498.13"	"NCOR2"	chr12	-	124327408	124327633	124326190	124326370	124330844	124330898	82822	238,523,156,971,330	4,55,0,24,0	648,935,152,677,487	6,45,7,537,392	298	149	0.00217700345614	0.04088822013496877	0.967,0.826,1.0,0.953,1.0	0.982,0.912,0.916,0.387,0.383	0.233	TF
85959	"ENSG00000213988.11"	"ZNF90"	chr19	+	20125005	20126166	20105220	20105316	20126751	20127018	85959	7,8,2,4,7	0,0,0,0,0	6,74,5,4,4	0,10,0,4,2	298	149	5.84372494183e-06	0.0002908370078465209	1.0,1.0,1.0,1.0,1.0	1.0,0.787,1.0,0.333,0.5	0.276	TF
90466	"ENSG00000112851.14"	"ERBIN"	chr5	+	66068876	66069020	66053405	66054951	66072168	66072291	90466	7,22,6,10,21	1,1,0,0,0	2,11,4,2,10	0,18,0,12,21	293	149	2.2319694204e-08	2.5547475335789794e-06	0.781,0.918,1.0,1.0,1.0	1.0,0.237,1.0,0.078,0.195	0.438	TF
93380	"ENSG00000136936.10"	"XPA"	chr9	-	97682199	97682430	97674908	97675587	97684922	97685040	93380	49,27,6,107,36	25,50,0,42,23	31,53,24,16,18	21,123,106,67,61	298	149	0.000521938764472	0.0126309181002224	0.495,0.213,1.0,0.56,0.439	0.425,0.177,0.102,0.107,0.129	0.353	TF
105806	"ENSG00000137486.17"	"ARRB1"	chr11	-	75271700	75271724	75268888	75268959	75272894	75272978	105806	12,51,10,75,48	10,17,4,41,11	67,18,15,16,18	37,44,13,60,37	173	149	2.93116507448e-05	0.0011402030715177713	0.508,0.721,0.683,0.612,0.79	0.609,0.261,0.498,0.187,0.295	0.293	TF
107464	"ENSG00000179195.16"	"ZNF664"	chr12	+	124003422	124003540	123988042	123988138	124004877	124004935	107464	16,61,6,58,46	0,4,2,5,10	15,69,4,89,70	19,31,1,73,51	267	149	1.12383144124e-07	1.0189300718919432e-05	1.0,0.895,0.626,0.866,0.72	0.306,0.554,0.691,0.405,0.434	0.343	TF
109682	"ENSG00000116001.16"	"TIA1"	chr2	-	70228343	70228462	70227734	70227791	70229058	70229091	109682	6,17,2,8,16	0,0,0,0,0	4,7,0,21,20	0,9,1,5,8	268	149	1.4591249986e-08	1.770477523930341e-06	1.0,1.0,1.0,1.0,1.0	1.0,0.302,0.0,0.7,0.582	0.483	TF
109684	"ENSG00000116001.16"	"TIA1"	chr2	-	70228343	70228462	70227734	70227822	70229058	70229091	109684	9,23,2,8,29	10,43,4,6,25	4,30,1,22,35	25,260,5,91,89	268	149	6.84325525135e-08	6.729338827075261e-06	0.333,0.229,0.218,0.426,0.392	0.082,0.06,0.1,0.118,0.179	0.212	TF
119758	"ENSG00000113108.19"	"APBB3"	chr5	-	140561843	140561995	140561586	140561701	140562099	140562227	119758	46,16,8,26,42	5,4,0,0,4	73,38,0,12,10	2,7,2,35,23	298	149	0.000682612878847	0.01576903442757354	0.821,0.667,1.0,1.0,0.84	0.948,0.731,0.0,0.146,0.179	0.465	TF
130068	"ENSG00000174306.21"	"ZHX3"	chr20	-	41267462	41267612	41184826	41185201	41268989	41269083	130068	22,191,4,15,39	0,4,0,0,0	19,6,3,11,0	0,5,2,9,8	298	149	1.34955380204e-11	3.8331872111245374e-09	1.0,0.96,1.0,1.0,1.0	1.0,0.375,0.429,0.379,0.0	0.555	TF
134307	"ENSG00000075407.18"	"ZNF37A"	chr10	+	38094930	38095224	38094333	38094490	38095357	38095633	134307	147,117,10,102,97	5,13,0,5,0	46,68,10,99,74	13,22,3,12,8	298	149	6.32802289235e-07	4.458242794872298e-05	0.936,0.818,1.0,0.911,1.0	0.639,0.607,0.625,0.805,0.822	0.233	TF
135743	"ENSG00000196652.11"	"ZKSCAN5"	chr7	+	99520168	99520304	99519826	99519909	99525812	99526418	135743	24,76,6,73,27	2,8,0,5,9	30,60,3,57,48	2,35,2,42,15	285	149	0.00176563933426	0.034435625496044106	0.863,0.832,1.0,0.884,0.611	0.887,0.473,0.44,0.415,0.626	0.27	TF
137929	"ENSG00000089775.11"	"ZBTB25"	chr14	-	64499440	64499563	64490360	64490540	64504486	64504584	137929	15,26,7,19,31	2,1,0,2,0	8,14,7,13,28	2,6,0,2,17	272	149	8.71472285791e-06	0.000409258145944571	0.804,0.934,1.0,0.839,1.0	0.687,0.561,1.0,0.781,0.474	0.215	TF
138600	"ENSG00000157212.19"	"PAXIP1"	chr7	-	154986016	154986179	154983218	154983332	154991005	154991069	138600	11,13,4,19,14	8,23,2,7,3	13,62,0,11,12	8,104,1,55,36	298	149	0.00226608190682	0.04229889604879379	0.407,0.22,0.5,0.576,0.7	0.448,0.23,0.0,0.091,0.143	0.298	TF
139121	"ENSG00000128000.16"	"ZNF780B"	chr19	-	40055415	40055576	40050323	40050377	40056100	40056175	139121	44,34,18,21,16	6,5,0,18,2	12,36,1,10,5	2,18,15,11,3	298	149	0.00180909895574	0.03512862753788591	0.786,0.773,1.0,0.368,0.8	0.75,0.5,0.032,0.312,0.455	0.336	TF
