ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference	Type
48111	"ENSG00000178950.17"	"GAK"	chr4	-	896459	896549	893873	894009	898032	898158	48111	57,200,7,188,71	74,51,16,24,32	72,622,20,523,299	56,18,0,0,10	239	149	1.77997805606e-07	1.5009457447330813e-05	0.324,0.71,0.214,0.83,0.58	0.445,0.956,1.0,1.0,0.949	-0.338	Kinase
49092	"ENSG00000072518.20"	"MARK2"	chr11	+	63908259	63908304	63904785	63905043	63908876	63909237	49092	31,121,1,88,25	93,62,18,101,84	4,266,8,354,269	126,103,2,8,5	194	149	0.000468843576976	0.011580640931126408	0.204,0.6,0.041,0.401,0.186	0.024,0.665,0.754,0.971,0.976	-0.392	Kinase
92099	"ENSG00000114670.14"	"NEK11"	chr3	+	131027929	131028002	131026911	131027218	131029612	131029878	92099	2,49,4,40,34	11,6,0,0,2	3,3,6,6,4	0,0,0,0,0	222	149	0.000105952453735	0.0033640441928375914	0.109,0.846,1.0,1.0,0.919	1.0,1.0,1.0,1.0,1.0	-0.225	Kinase
95210	"ENSG00000065559.15"	"MAP2K4"	chr17	+	12054888	12054991	12020869	12021001	12095574	12095694	95210	30,69,7,32,79	27,5,4,10,34	37,146,2,181,124	15,6,0,16,4	252	149	0.000237061375974	0.006564109507935114	0.396,0.891,0.509,0.654,0.579	0.593,0.935,1.0,0.87,0.948	-0.263	Kinase
95211	"ENSG00000065559.15"	"MAP2K4"	chr17	+	12081355	12081530	12020869	12021001	12095574	12095694	95211	51,75,9,68,149	27,5,4,10,34	70,226,3,202,171	15,6,0,16,4	298	149	0.000177698142809	0.005179222610512775	0.486,0.882,0.529,0.773,0.687	0.7,0.95,1.0,0.863,0.955	-0.222	Kinase
105647	"ENSG00000143479.17"	"DYRK3"	chr1	+	206637649	206637761	206635535	206635780	206647387	206647989	105647	768,174,2,36,69	329,9,2,6,318	34,278,13,146,87	16,6,0,3,0	261	149	1.99611285551e-05	0.0008234661259061469	0.571,0.917,0.363,0.774,0.11	0.548,0.964,1.0,0.965,1.0	-0.348	Kinase
110421	"ENSG00000130669.17"	"PAK4"	chr19	+	39168229	39168312	39125797	39125919	39169531	39169757	110421	81,149,27,244,88	121,127,10,132,113	84,447,42,460,253	34,284,1,128,91	232	149	0.000927362834117	0.02029908062385624	0.301,0.43,0.634,0.543,0.333	0.613,0.503,0.964,0.698,0.641	-0.236	Kinase
124694	"ENSG00000204580.13"	"DDR1"	chr6	+	30884057	30884145	30881065	30881125	30884537	30884710	124694	5,20,0,47,18	18,126,11,751,111	11,40,0,17,6	39,112,4,1,0	237	149	0.00164724724197	0.03247993365372196	0.149,0.091,0.0,0.038,0.093	0.151,0.183,0.0,0.914,1.0	-0.375	Kinase
124709	"ENSG00000204580.13"	"DDR1"	chr6	+	30885624	30885680	30881065	30881125	30888687	30888814	124709	45,104,5,174,55	224,509,31,1588,403	67,186,19,90,39	184,1259,23,8,0	205	149	8.07889557886e-06	0.0003843039418287382	0.127,0.129,0.105,0.074,0.09	0.209,0.097,0.375,0.891,1.0	-0.409	Kinase
4624	"ENSG00000131051.24"	"RBM39"	chr20	-	35729461	35729527	35729311	35729365	35731940	35732135	4624	242,1319,75,618,523	282,239,63,144,306	172,1793,270,1468,1138	392,23,7,33,17	215	149	3.37773385728e-06	0.00018481127229575355	0.373,0.793,0.452,0.748,0.542	0.233,0.982,0.964,0.969,0.979	-0.244	RBP
4626	"ENSG00000131051.24"	"RBM39"	chr20	-	35729461	35729551	35729311	35729365	35731940	35732135	4626	64,388,23,89,152	282,239,63,144,306	52,573,78,437,349	392,23,7,33,17	239	149	2.08292445358e-06	0.00012232225176287852	0.124,0.503,0.185,0.278,0.236	0.076,0.94,0.874,0.892,0.928	-0.477	RBP
4635	"ENSG00000131051.24"	"RBM39"	chr20	-	35740524	35740597	35738967	35739017	35740823	35740887	4635	28,83,4,38,59	450,825,73,187,520	21,359,32,405,305	500,759,49,511,282	222	149	4.78087569533e-11	1.1648510411284231e-08	0.04,0.063,0.035,0.12,0.071	0.027,0.241,0.305,0.347,0.421	-0.202	RBP
9808	"ENSG00000071626.16"	"DAZAP1"	chr19	+	1425877	1425960	1422347	1422396	1428841	1428995	9808	63,196,10,85,138	80,81,16,39,46	45,1366,132,1364,1064	95,58,25,39,39	232	149	0.000173240108177	0.005071996654871305	0.336,0.608,0.286,0.583,0.658	0.233,0.938,0.772,0.957,0.946	-0.275	RBP
22377	"ENSG00000104177.18"	"MYEF2"	chr15	-	48152233	48152284	48151873	48151942	48153791	48153893	22377	38,178,36,238,237	60,87,10,98,61	65,621,26,162,87	21,117,9,5,2	200	149	4.41499886346e-05	0.0016205672174430172	0.321,0.604,0.728,0.644,0.743	0.698,0.798,0.683,0.96,0.97	-0.214	RBP
30164	"ENSG00000122965.11"	"RBM19"	chr12	-	113950082	113950154	113948832	113949036	113952511	113952590	30164	106,204,4,126,81	28,1,6,22,22	75,430,16,190,110	26,11,0,2,0	221	149	0.00122047186463	0.025420021578526235	0.718,0.993,0.31,0.794,0.713	0.66,0.963,1.0,0.985,1.0	-0.216	RBP
37751	"ENSG00000101104.12"	"PABPC1L"	chr20	+	44938060	44938191	44936636	44936730	44958336	44958807	37751	22,29,4,55,22	5,11,2,13,7	98,46,34,59,23	4,1,4,0,4	280	149	1.92274747457e-07	1.5985570255371373e-05	0.701,0.584,0.516,0.692,0.626	0.929,0.961,0.819,1.0,0.754	-0.269	RBP
42782	"ENSG00000148840.11"	"PPRC1"	chr10	+	102143044	102143098	102139099	102142004	102146671	102147392	42782	51,30,4,18,9	32,2,0,4,26	18,47,11,82,62	8,3,0,2,0	203	149	0.00125617749207	0.02602216145704785	0.539,0.917,1.0,0.768,0.203	0.623,0.92,1.0,0.968,1.0	-0.217	RBP
42788	"ENSG00000148840.11"	"PPRC1"	chr10	+	102144249	102144307	102143044	102143098	102146671	102147392	42788	26,20,2,4,5	22,0,0,3,2	20,25,1,47,18	0,4,0,0,2	207	149	0.000556599554858	0.013304353022144522	0.46,1.0,1.0,0.49,0.643	1.0,0.818,1.0,1.0,0.866	-0.218	RBP
42790	"ENSG00000148840.11"	"PPRC1"	chr10	+	102145019	102145090	102139099	102142004	102146671	102147392	42790	25,40,4,44,15	32,2,0,4,26	55,78,3,219,107	8,3,0,2,0	220	149	4.00476649105e-05	0.0014961393918758847	0.346,0.931,1.0,0.882,0.281	0.823,0.946,1.0,0.987,1.0	-0.263	RBP
46887	"ENSG00000100722.20"	"ZC3H14"	chr14	+	88596733	88596808	88577984	88578140	88601923	88602083	46887	38,172,7,51,129	23,38,4,4,26	69,532,16,341,228	5,65,0,20,32	224	149	0.00114509618758	0.024135817263747077	0.524,0.751,0.538,0.895,0.767	0.902,0.845,1.0,0.919,0.826	-0.203	RBP
73340	"ENSG00000131773.14"	"KHDRBS3"	chr8	+	135645058	135645117	135581877	135582073	135646992	135647142	73340	192,98,35,110,120	122,11,8,21,166	85,215,243,99,90	40,11,0,0,1	208	149	1.60054048015e-07	1.3745644350501938e-05	0.53,0.865,0.758,0.79,0.341	0.604,0.933,1.0,1.0,0.985	-0.248	RBP
73539	"ENSG00000100813.14"	"ACIN1"	chr14	-	23071124	23071186	23069475	23069617	23071426	23071538	73539	12,21,2,21,20	17,38,13,72,61	61,231,14,128,67	37,311,10,149,83	211	149	3.46063258506e-05	0.0013166584454835529	0.333,0.281,0.098,0.171,0.188	0.538,0.344,0.497,0.378,0.363	-0.21	RBP
86739	"ENSG00000114416.18"	"FXR1"	chr3	+	180933333	180933386	180912490	180912736	180947864	180947936	86739	25,23,4,8,44	33,12,17,2,259	15,20,50,42,34	116,6,0,4,3	202	149	0.00169888267039	0.033306388820071746	0.358,0.586,0.148,0.747,0.111	0.087,0.711,1.0,0.886,0.893	-0.325	RBP
95881	"ENSG00000133226.17"	"SRRM1"	chr1	+	24663182	24663224	24662659	24662804	24666814	24666845	95881	28,174,7,118,66	185,219,19,224,191	17,431,21,653,448	85,501,12,324,212	191	149	0.0016457288038	0.032455286430593734	0.106,0.383,0.223,0.291,0.212	0.135,0.402,0.577,0.611,0.622	-0.226	RBP
99381	"ENSG00000090905.19"	"TNRC6A"	chr16	+	24750725	24750813	24729650	24729846	24776932	24777358	99381	0,2,0,4,2	20,5,2,4,52	0,15,2,14,12	32,21,0,1,10	237	149	0.000419476184431	0.010557533599106607	0.0,0.201,0.0,0.386,0.024	0.0,0.31,1.0,0.898,0.43	-0.405	RBP
99383	"ENSG00000090905.19"	"TNRC6A"	chr16	+	24750725	24750813	24730252	24730300	24776932	24777358	99383	31,74,8,53,23	18,25,4,14,61	23,202,4,97,88	22,17,0,7,10	237	149	0.00137382942216	0.02801802873551744	0.52,0.65,0.557,0.704,0.192	0.397,0.882,1.0,0.897,0.847	-0.28	RBP
119544	"ENSG00000015479.19"	"MATR3"	chr5	+	139307238	139308327	139293729	139293805	139316075	139316188	119544	55,337,41,204,230	161,2,2,0,147	102,491,59,467,236	16,0,0,2,0	298	149	0.000896743756424	0.019738368573352344	0.146,0.988,0.911,1.0,0.439	0.761,1.0,1.0,0.992,1.0	-0.254	RBP
119554	"ENSG00000015479.19"	"MATR3"	chr5	+	139314674	139314736	139293679	139293805	139316075	139316188	119554	22,2,2,2,16	161,2,2,0,147	1,38,2,22,25	16,0,0,2,0	211	149	1.58765446765e-05	0.0006759524560829281	0.088,0.414,0.414,1.0,0.071	0.042,1.0,1.0,0.886,1.0	-0.388	RBP
119558	"ENSG00000015479.19"	"MATR3"	chr5	+	139315696	139315738	139293721	139293805	139316075	139316188	119558	65,219,33,85,149	161,2,2,0,147	79,339,86,339,168	16,0,0,2,0	191	149	0.000225504849013	0.006289594970457701	0.24,0.988,0.928,1.0,0.442	0.794,1.0,1.0,0.992,1.0	-0.238	RBP
124021	"ENSG00000139793.18"	"MBNL2"	chr13	+	97366458	97366553	97357481	97357635	97391321	97391599	124021	39,86,15,19,100	38,174,13,22,153	77,106,5,369,75	50,16,0,181,75	244	149	0.00088651569265	0.01953563797996843	0.385,0.232,0.413,0.345,0.285	0.485,0.802,1.0,0.555,0.379	-0.312	RBP
127535	"ENSG00000179134.15"	"SAMD4B"	chr19	+	39354005	39354066	39342395	39342576	39356688	39357089	127535	46,131,13,91,59	9,54,11,24,38	57,236,10,314,154	11,23,3,10,23	210	149	3.3070173111e-07	2.56897628780415e-05	0.784,0.633,0.456,0.729,0.524	0.786,0.879,0.703,0.957,0.826	-0.205	RBP
128209	"ENSG00000122299.12"	"ZC3H7A"	chr16	-	11761405	11761511	11758430	11758539	11761909	11762043	128209	38,241,0,76,102	6,4,2,2,11	11,546,60,469,356	2,9,0,0,0	255	149	0.000532820872514	0.012836999688718124	0.787,0.972,0.0,0.957,0.844	0.763,0.973,1.0,1.0,1.0	-0.235	RBP
128210	"ENSG00000122299.12"	"ZC3H7A"	chr16	-	11761467	11761511	11758430	11758539	11761909	11762043	128210	8,47,0,8,16	6,4,2,2,11	2,119,22,145,100	2,9,0,0,0	193	149	4.92107842576e-06	0.00025264381968464073	0.507,0.901,0.0,0.755,0.529	0.436,0.911,1.0,1.0,1.0	-0.331	RBP
128213	"ENSG00000122299.12"	"ZC3H7A"	chr16	-	11769030	11769095	11768314	11768501	11770782	11770841	128213	7,83,0,13,43	24,3,3,3,30	10,309,21,210,163	20,12,0,3,2	214	149	0.000511225486505	0.012422865616712877	0.169,0.951,0.0,0.751,0.499	0.258,0.947,1.0,0.98,0.983	-0.36	RBP
135514	"ENSG00000185252.19"	"ZNF74"	chr22	+	20395332	20395418	20394150	20394662	20405376	20406968	135514	9,10,4,51,8	7,8,0,11,11	26,51,24,31,19	17,4,0,2,0	235	149	0.00249687755529	0.045896296793524895	0.449,0.442,1.0,0.746,0.316	0.492,0.89,1.0,0.908,1.0	-0.267	RBP
146777	"ENSG00000198000.12"	"NOL8"	chr9	-	92311145	92311259	92310552	92310675	92314266	92316138	146777	41,153,5,76,41	16,13,2,7,9	42,261,28,282,154	9,7,0,0,1	263	149	4.54448004783e-08	4.718286477729463e-06	0.592,0.87,0.586,0.86,0.721	0.726,0.955,1.0,1.0,0.989	-0.208	RBP
149603	"ENSG00000151657.12"	"KIN"	chr10	-	7774830	7774891	7769215	7769345	7778837	7779019	149603	27,29,7,10,18	13,0,4,12,8	21,45,15,31,36	22,0,0,0,0	210	149	0.000188051493084	0.0054177965140875094	0.596,1.0,0.554,0.372,0.615	0.404,1.0,1.0,1.0,1.0	-0.253	RBP
12856	"ENSG00000011258.16"	"MBTD1"	chr17	-	51202021	51202077	51201591	51201696	51202700	51202935	12856	6,30,11,14,33	37,18,4,18,18	10,181,8,77,72	34,4,0,0,4	205	149	5.80468317868e-06	0.0002891149698283938	0.105,0.548,0.667,0.361,0.571	0.176,0.97,1.0,1.0,0.929	-0.365	Epi
13950	"ENSG00000276234.5"	"TADA2A"	chr17	+	37426949	37427009	37423508	37423615	37440504	37440579	13950	4,8,4,8,11	5,5,0,4,3	4,73,13,19,9	1,2,0,0,0	209	149	8.16420442362e-09	1.0769470710614283e-06	0.363,0.533,1.0,0.588,0.723	0.74,0.963,1.0,1.0,1.0	-0.299	Epi
14233	"ENSG00000178691.11"	"SUZ12"	chr17	+	31947616	31947685	31937006	31937520	31966146	31966196	14233	61,8,0,0,33	43,4,1,5,12	10,185,2,48,46	20,1,0,0,2	218	149	1.63814782054e-05	0.0006935944508716288	0.492,0.578,0.0,0.0,0.653	0.255,0.992,1.0,1.0,0.94	-0.493	Epi
29404	"ENSG00000183495.14"	"EP400"	chr12	+	132021078	132021321	132020048	132020218	132023776	132023941	29404	129,163,13,369,90	161,86,31,146,70	115,830,2,561,343	286,78,0,23,1	298	149	1.47090367778e-05	0.0006324497200536489	0.286,0.487,0.173,0.558,0.391	0.167,0.842,1.0,0.924,0.994	-0.406	Epi
30771	"ENSG00000139372.15"	"TDG"	chr12	+	103983135	103983218	103982798	103982934	103983294	103983389	30771	10,25,10,20,17	33,6,0,4,6	10,436,3,248,230	6,4,0,6,0	232	149	1.79129626721e-06	0.00010742496950975272	0.163,0.728,1.0,0.763,0.645	0.517,0.986,1.0,0.964,1.0	-0.234	Epi
46185	"ENSG00000132600.16"	"PRMT7"	chr16	+	68321425	68321462	68315194	68316074	68324682	68324766	46185	5,90,7,50,33	15,16,16,27,27	34,210,44,158,107	49,45,0,22,4	186	149	0.00062683898704	0.014681044928343198	0.211,0.818,0.26,0.597,0.495	0.357,0.789,1.0,0.852,0.955	-0.314	Epi
47163	"ENSG00000171720.10"	"HDAC3"	chr5	-	141625684	141625764	141624861	141625365	141626193	141626283	47163	53,111,3,39,46	39,3,4,3,27	38,271,128,333,196	37,3,10,1,0	229	149	0.000407771453915	0.010304777215434267	0.469,0.96,0.328,0.894,0.526	0.401,0.983,0.893,0.995,1.0	-0.219	Epi
54137	"ENSG00000101266.19"	"CSNK2A1"	chr20	-	527932	528049	526695	526942	543671	543712	54137	6,48,6,8,24	2,0,2,4,2	5,151,14,32,53	0,0,0,0,0	266	149	6.9265670042e-05	0.0023552136789731603	0.627,1.0,0.627,0.528,0.87	1.0,1.0,1.0,1.0,1.0	-0.27	Epi
61274	"ENSG00000100601.10"	"ALKBH1"	chr14	-	77694737	77694900	77679879	77679970	77704368	77704452	61274	22,74,10,13,48	9,14,0,4,26	30,179,24,122,104	2,5,0,6,3	298	149	6.65716068937e-08	6.576143346837759e-06	0.55,0.725,1.0,0.619,0.48	0.882,0.947,1.0,0.91,0.945	-0.262	Epi
70412	"ENSG00000101493.11"	"ZNF516"	chr18	-	76370527	76370595	76357681	76362557	76371466	76371571	70412	86,62,1,92,36	363,66,29,119,120	42,396,7,181,56	223,51,11,24,8	217	149	0.000485273006001	0.011905144957472432	0.14,0.392,0.023,0.347,0.171	0.115,0.842,0.304,0.838,0.828	-0.371	Epi
78486	"ENSG00000168769.13"	"TET2"	chr4	+	105241338	105241429	105233896	105237351	105242833	105242927	78486	2,12,2,25,16	5,10,0,10,7	4,126,3,27,80	5,12,0,0,4	240	149	0.00176654067919	0.034446088103612583	0.199,0.427,1.0,0.608,0.587	0.332,0.867,1.0,1.0,0.925	-0.261	Epi
79181	"ENSG00000163935.14"	"SFMBT1"	chr3	-	52930940	52931035	52928190	52928341	52932061	52932308	79181	12,31,2,29,19	1,2,2,4,9	4,74,1,7,16	0,0,0,0,0	244	149	1.30767409123e-08	1.6214660569693436e-06	0.88,0.904,0.379,0.816,0.563	1.0,1.0,1.0,1.0,1.0	-0.292	Epi
79887	"ENSG00000123562.17"	"MORF4L2"	chrX	-	103684680	103684729	103678498	103678620	103685170	103685260	79887	7,36,0,12,23	15,18,2,15,29	5,146,29,310,284	0,46,16,96,63	198	149	0.000443141598077	0.011040042767553214	0.26,0.601,0.0,0.376,0.374	1.0,0.705,0.577,0.708,0.772	-0.43	Epi
79888	"ENSG00000123562.17"	"MORF4L2"	chrX	-	103684680	103684729	103678498	103678651	103685170	103685260	79888	13,44,0,9,29	378,43,10,54,252	7,210,45,379,381	55,521,25,428,481	198	149	5.42524423529e-05	0.00192569547016853	0.025,0.435,0.0,0.111,0.08	0.087,0.233,0.575,0.4,0.373	-0.203	Epi
84470	"ENSG00000132356.11"	"PRKAA1"	chr5	-	40769415	40769503	40767465	40767690	40771718	40771855	84470	43,203,2,72,91	50,10,2,7,35	11,456,14,590,538	13,9,0,4,6	237	149	0.000154577535991	0.0046233349129070145	0.351,0.927,0.386,0.866,0.62	0.347,0.97,1.0,0.989,0.983	-0.228	Epi
86238	"ENSG00000134759.14"	"ELP2"	chr18	+	36138794	36138872	36138094	36138426	36142825	36142860	86238	9,21,0,31,16	75,1,5,10,13	7,105,22,115,109	38,5,0,0,0	227	149	2.96648918705e-05	0.0011518789925355256	0.073,0.932,0.0,0.67,0.447	0.108,0.932,1.0,1.0,1.0	-0.384	Epi
86244	"ENSG00000134759.14"	"ELP2"	chr18	+	36141136	36141201	36138269	36138426	36142825	36142857	86244	24,10,0,4,13	75,1,5,10,13	7,53,15,3,8	38,5,0,0,0	214	149	0.00040060199595	0.010165031663361176	0.182,0.874,0.0,0.218,0.41	0.114,0.881,1.0,1.0,1.0	-0.462	Epi
91183	"ENSG00000010803.16"	"SCMH1"	chr1	-	41033982	41034048	41028583	41028726	41037361	41037452	91183	14,43,0,59,26	54,78,4,122,49	7,251,11,100,69	35,121,7,80,47	215	149	0.00272451260469	0.04923083740662264	0.152,0.276,0.0,0.251,0.269	0.122,0.59,0.521,0.464,0.504	-0.251	Epi
106139	"ENSG00000184402.15"	"SS18L1"	chr20	+	62161435	62161580	62159876	62159961	62162751	62162931	106139	80,87,22,88,87	61,15,1,6,41	122,396,4,245,146	29,0,0,0,0	294	149	5.42552517357e-08	5.501414918209655e-06	0.399,0.746,0.918,0.881,0.518	0.681,1.0,1.0,1.0,1.0	-0.244	Epi
123706	"ENSG00000106462.11"	"EZH2"	chr7	-	148814913	148815039	148813958	148814137	148815505	148815546	123706	24,24,6,19,10	33,2,5,6,1	13,597,23,83,110	41,18,0,0,0	275	149	0.000550600282355	0.013201833215744306	0.283,0.867,0.394,0.632,0.844	0.147,0.947,1.0,1.0,1.0	-0.215	Epi
127849	"ENSG00000143499.14"	"SMYD2"	chr1	+	214305186	214305250	214281101	214281427	214314761	214314872	127849	23,60,1,90,60	86,8,5,18,19	34,295,96,262,173	70,24,2,4,2	213	149	0.000530014594724	0.012788321010875814	0.158,0.84,0.123,0.778,0.688	0.254,0.896,0.971,0.979,0.984	-0.299	Epi
145480	"ENSG00000106829.19"	"TLE4"	chr9	+	79705888	79705942	79704644	79704902	79708117	79708250	145480	53,129,26,168,78	40,4,4,12,45	72,201,4,406,139	5,9,0,0,0	203	149	2.42289521779e-11	6.424669364060831e-09	0.493,0.959,0.827,0.911,0.56	0.914,0.943,1.0,1.0,1.0	-0.221	Epi
150781	"ENSG00000067066.17"	"SP100"	chr2	+	230417590	230417665	230415941	230416328	230442936	230443099	150781	15,172,0,62,79	43,24,4,19,61	13,98,22,761,1265	7,16,3,71,128	224	149	0.000456492719297	0.0113185157268315	0.188,0.827,0.0,0.685,0.463	0.553,0.803,0.83,0.877,0.868	-0.354	Epi
150797	"ENSG00000067066.17"	"SP100"	chr2	+	230449087	230449150	230446818	230446902	230449313	230449380	150797	24,93,0,57,79	2,2,2,13,13	13,33,3,160,290	1,1,0,0,0	212	149	1.02741483844e-05	0.0004701768095097864	0.894,0.97,0.0,0.755,0.81	0.901,0.959,1.0,1.0,1.0	-0.286	Epi
150814	"ENSG00000067066.17"	"SP100"	chr2	+	230464066	230464150	230462434	230462518	230466300	230466354	150814	34,258,3,61,166	28,6,4,1,38	28,123,38,740,1307	2,5,3,3,30	233	149	5.93745408017e-06	0.0002951633338762174	0.437,0.965,0.324,0.975,0.736	0.9,0.94,0.89,0.994,0.965	-0.25	Epi
1715	"ENSG00000186951.16"	"PPARA"	chr22	+	46176752	46176836	46151883	46151970	46188722	46188822	1715	2,50,2,47,11	2,28,2,1,6	7,23,2,51,58	1,2,0,2,2	233	149	2.19588898791e-05	0.0008925880820166418	0.39,0.533,0.39,0.968,0.54	0.817,0.88,1.0,0.942,0.949	-0.353	TF
2770	"ENSG00000099917.17"	"MED15"	chr22	+	20551435	20551487	20537116	20537204	20564449	20564500	2770	55,93,5,81,74	57,5,3,7,30	38,173,20,350,250	22,3,0,0,7	201	149	1.53267047257e-05	0.0006553286201862846	0.417,0.932,0.553,0.896,0.646	0.561,0.977,1.0,1.0,0.964	-0.212	TF
4280	"ENSG00000198185.11"	"ZNF334"	chr20	-	46506306	46506458	46504613	46504740	46509604	46509751	4280	7,34,13,17,22	7,4,0,26,5	42,7,5,10,2	0,9,0,0,0	298	149	0.00223803685334	0.04186543766630095	0.333,0.81,1.0,0.246,0.688	1.0,0.28,1.0,1.0,1.0	-0.241	TF
6489	"ENSG00000105486.14"	"LIG1"	chr19	-	48133980	48134066	48132981	48133097	48135679	48135779	6489	61,56,11,214,26	43,17,8,25,16	118,414,51,131,143	70,15,0,4,3	235	149	1.55060158258e-06	9.576950837077119e-05	0.474,0.676,0.466,0.844,0.507	0.517,0.946,1.0,0.954,0.968	-0.284	TF
7386	"ENSG00000245680.10"	"ZNF585B"	chr19	-	37198938	37199054	37190023	37190150	37207039	37207254	7386	8,13,0,0,12	15,28,6,18,23	8,25,8,60,29	14,29,0,28,19	265	149	0.000576333975842	0.013697768951939584	0.231,0.207,0.0,0.0,0.227	0.243,0.326,1.0,0.546,0.462	-0.382	TF
7388	"ENSG00000245680.10"	"ZNF585B"	chr19	-	37198938	37199054	37190023	37190150	37210458	37210505	7388	9,7,0,0,8	4,12,3,1,10	6,15,8,29,12	1,4,0,8,0	265	149	8.93886714448e-06	0.0004181835238026296	0.559,0.247,0.0,0.0,0.31	0.771,0.678,1.0,0.671,1.0	-0.601	TF
8070	"ENSG00000181896.12"	"ZNF101"	chr19	+	19678725	19678786	19668795	19668966	19679180	19679523	8070	10,17,2,32,9	4,0,0,2,14	11,19,8,22,26	0,0,0,0,2	210	149	1.22865458222e-05	0.000545772473513187	0.639,1.0,1.0,0.919,0.313	1.0,1.0,1.0,1.0,0.902	-0.206	TF
8809	"ENSG00000223547.10"	"ZNF844"	chr19	+	12074360	12074421	12074030	12074157	12075311	12081565	8809	68,130,9,74,50	63,56,15,35,194	39,97,12,61,67	158,2,0,1,0	210	149	1.04926602507e-06	6.837349319320006e-05	0.434,0.622,0.299,0.6,0.155	0.149,0.972,1.0,0.977,1.0	-0.398	TF
9104	"ENSG00000171466.10"	"ZNF562"	chr19	-	9656546	9656653	9652712	9653878	9674631	9675048	9104	23,20,1,19,13	6,1,0,8,12	35,41,3,14,8	8,0,0,0,0	256	149	0.00265260556629	0.048167173543750746	0.691,0.921,1.0,0.58,0.387	0.718,1.0,1.0,1.0,1.0	-0.228	TF
