Splice_ID	dPSI	Uniprot
HSF1_144293462-144293580	-0.643	Other
HSF1_144312628-144312711	-0.1	Other
HUWE1_53562111-53562244	-0.208	Other
IST1_71924091-71924281	-0.214	Other
KAT6A_41957049-41957180	-0.209	Other
LOX_122070691-122070768	-0.116	Other
LRRFIP2_37127630-37127680	-0.309	Other
MACF1_39480920-39481030	-0.112	Other
MALT1_58733882-58733980	-0.141	Other
MAP2K4_12032266-12032298	-0.159	Other
MAP3K11_65605593-65605642	-0.106	Other
MAPK7_19379782-19379947	-0.182	Other
MATN2_98027416-98027829	-0.105	Other
MATR3_139318908-139319033	-0.37	Other
MEF2C_88730211-88730234	-0.25	Other
METAP1_99005769-99005866	-0.189	Other
METAP1_99005769-99005870	-0.204	Other
MIA2_39292680-39292706	-0.111	Other
MICAL1_109449970-109450085	-0.652	Other
MLLT10_21663750-21663843	-0.1	Other
MLLT10_21668917-21669052	-0.201	Other
MLLT10_21712230-21712340	-0.174	Other
MRPL42_93470486-93470590	-0.144	Other
MTERF1_91876878-91876926	-0.131	Other
MTHFD1L_150985039-150985208	-0.104	Other
NBPF14_148579074-148579237	-0.684	Other
NCOR1_16087172-16087345	-0.149	Other
NDUFAB1_23595429-23595638	-0.515	Other
NEB_151493353-151493445	-1	Other
NFYB_104131754-104131838	-0.113	Other
NMRAL1_4471357-4471449	-0.109	Other
NOLC1_102157431-102157555	-0.136	Other
NOP56_2657639-2657692	-0.155	Other
NPAT_108208421-108208584	-0.1	Other
NUP54_76130656-76130749	-0.126	Other
NUP58_25302927-25303008	-0.115	Other
NUP58_25303102-25303155	-0.112	Other
OSBPL1A_24368546-24368589	-0.146	Other
OTOF_26460008-26460205	-0.5	Other
OTOGL_80361068-80361185	-0.126	Other
PAPOLA_96527430-96527539	-0.116	Other
PARP15_122626827-122627033	-0.529	Other
PCCB_136329905-136329984	-0.822	Other
PCNT_46443810-46443948	-0.475	Other
PCYT2_81905382-81905447	-0.109	Other
PEF1_31635222-31635522	-0.151	Other
PFKFB2_207060846-207060930	-0.134	Other
PHYH_13288360-13288541	-0.122	Other
PINX1_10787624-10787825	-0.116	Other
PKNOX2_125411746-125411865	-0.194	Other
PLCD4_218633386-218633481	-0.148	Other
POLE_132678452-132678569	-0.128	Other
PPOX_161168445-161168576	-0.349	Other
PRC1_90982622-90982745	-0.108	Other
PRKRA_178445426-178445535	-0.117	Other
PROC_127426085-127426227	-0.662	Other
PTPRN_219308882-219308977	-0.223	Other
PUM1_30964674-30964910	-0.104	Other
PVALEF_81181559-81181694	-0.657	Other
RAB31_9722742-9722863	-0.201	Other
RAB6A_73718785-73718890	-0.208	Other
RBM39_35710283-35710420	-0.124	Other
RFX2_6039980-6040241	-0.429	Other
RHOQ_46576087-46576251	-0.16	Other
RNASEH2C_65717663-65717893	-0.167	Other
RNF34_121417504-121417911	-0.394	Other
RNF34_121420242-121420334	-0.672	Other
RPE_210017790-210017887	-0.156	Other
RUNX1T1_92062546-92062622	-0.545	Other
RUNX1T1_92062546-92062627	-0.544	Other
SCN11A_38908997-38909194	-1	Other
SDHAF2_61436761-61436960	-0.102	Other
SEC22C_42563765-42563880	-0.117	Other
SH3GLB2_129022282-129022423	-0.103	Other
SKA2_59124307-59124428	-0.114	Other
SLC25A17_40779758-40779894	-0.115	Other
SNRPN_24975358-24975509	-0.143	Other
SREBF1_17817548-17817591	-0.147	Other
SRL_4206727-4208104	-0.176	Other
SRRT_100880696-100880769	-0.107	Other
SS18_26079011-26079125	-0.111	Other
SS18_26080305-26080423	-0.302	Other
SULT1C4_108383093-108383219	-0.153	Other
TCF7L2_113089397-113089540	-0.113	Other
TERF2_69368587-69368595	-0.123	Other
TGFA_70461629-70461701	-0.112	Other
TIMM8A_101348061-101348401	-0.101	Other
TMEM159_21166840-21166911	-0.162	Other
TMEM214_27037815-27037892	-0.158	Other
TNRC6A_24778344-24778468	-0.102	Other
TULP3_2920763-2920922	-0.162	Other
TYMP_50529136-50529338	-0.667	Other
UHRF2_6484597-6484686	-0.12	Other
UIMC1_176919170-176919251	-0.114	Other
UPF3B_119840594-119840684	-0.906	Other
USH1C_17504647-17504697	-0.183	Other
USH1C_17511902-17512054	-0.667	Other
UVRAG_76012927-76013102	-0.143	Other
VIPR1_42530779-42530932	-0.5	Other
WRNIP1_2768691-2768882	-0.124	Other
ZDHHC3_44933118-44933199	-0.484	Other
ZFAND6_80120328-80120498	-0.196	Other
ZYX_143382801-143383322	-0.25	Other
AC073896.1_56310958-56311054	-0.21	DisulfBond
AC234582.1_155202033-155202102	-0.154	DisulfBond
CD4_6800307-6800471	-0.162	DisulfBond
CD96_111577502-111577549	-0.171	DisulfBond
DMBT1_122588944-122589267	-0.667	DisulfBond
FLT3LG_49478909-49479047	-0.563	DisulfBond
HPX_6438352-6438509	-0.286	DisulfBond
ITGAV_186630797-186630858	-0.191	DisulfBond
KISS1R_919874-920106	-1	DisulfBond
OBSCN_228293353-228293616	-0.5	DisulfBond
PROC_127426085-127426227	-0.662	DisulfBond
SCN4B_118143833-118144061	-0.187	DisulfBond
SLC6A13_242614-242754	-0.493	DisulfBond
ST3GAL3_43920782-43920940	-0.1	DisulfBond
VIPR1_42530779-42530932	-0.5	DisulfBond
WFDC3_45787836-45787982	-0.633	DisulfBond
CD22_35331927-35332074	-1	LocSignal
CD22_35332019-35332074	-1	LocSignal
CD4_6800307-6800471	-0.162	LocSignal
DCUN1D4_51860543-51860663	-0.101	LocSignal
GNLY_85694753-85694996	-0.524	LocSignal
NELL2_44875507-44875639	-0.102	LocSignal
PLA2G7_46722783-46722925	-0.662	LocSignal
SCGB2B2_34594175-34594359	-1	LocSignal
SDHAF2_61436761-61436960	-0.102	LocSignal
