Splice_ID	dPSI	Uniprot
CRHR1_45816463-45816582	-0.332566666666667	Modifications
CRHR1_45821355-45821440	-0.20925	Modifications
CRTC2_153951260-153951666	-0.161	Modifications
CSF1_109923166-109923711	-0.1465	Modifications
CSGALNACT2_43163866-43164044	-0.328354838709677	Modifications
CTCF_67620697-67620817	-0.153	Modifications
CTDP1_79728907-79729069	-0.1995	Modifications
CTDP1_79736355-79736521	-0.160516129032258	Modifications
CTNND1_57791385-57791673	-0.17904347826087	Modifications
CTTN_70420400-70420510	-0.139548387096774	Modifications
CTTN_70421470-70421580	-0.0611290322580645	Modifications
DAB2IP_121774260-121774412	-0.150885245901639	Modifications
DAB2_39382618-39383271	-0.149137931034483	Modifications
DAXX_33320736-33321567	-0.248294117647059	Modifications
DDX50_68936006-68936079	-0.154125	Modifications
DENND2B_8729950-8731209	-0.2361	Modifications
DHRS4L2_24001384-24001517	-0.525433333333334	Modifications
DHX38_72097677-72097781	-0.127088888888889	Modifications
DIXDC1_111974876-111974983	-0.163416666666667	Modifications
DLD_107901738-107901817	-0.122260869565217	Modifications
DLG1_197069219-197069260	-0.18445	Modifications
DLG2_83484129-83484228	-0.504	Modifications
DLG2_83930328-83930483	-0.297545454545455	Modifications
DMTN_22067085-22067159	-0.278333333333333	Modifications
DMTN_22069016-22069060	-0.0669615384615385	Modifications
DNAAF2_49628012-49628155	-0.3087	Modifications
DNMT3B_32786502-32786627	-0.627	Modifications
DOCK4_111735054-111735167	-0.230322580645161	Modifications
DPH5_100995110-100995149	-0.597793103448276	Modifications
DPY30_31883386-31883462	-0.102444444444444	Modifications
DTX2_76497337-76497477	-0.292181818181818	Modifications
ECHDC2_52907868-52907954	-0.223214285714286	Modifications
EIF2D_206599463-206599612	-0.1757	Modifications
EIF4G1_184315763-184315856	-0.0393333333333333	Modifications
EIF6_35280654-35280829	-0.1085	Modifications
ELF2_139067684-139067770	-0.124111111111111	Modifications
ELN_74057640-74057696	-0.147	Modifications
EMID1_29214926-29215039	-0.123785714285714	Modifications
ENO3_4953272-4953341	-0.234	Modifications
EP400_132021079-132021321	-0.443458333333333	Modifications
EPB41L1_36218876-36218962	-0.21530303030303	Modifications
EPB41L2_130869812-130870126	-0.503662162162162	Modifications
EPB41L2_130880144-130880206	-0.149168421052632	Modifications
EPN2_19331853-19332068	-0.140655172413793	Modifications
ERBB4_211387945-211387992	-0.324836734693877	Modifications
ERBIN_66075024-66075230	-0.134552631578947	Modifications
ERFE_238164075-238164183	-0.590461538461539	Modifications
ERP29_112019756-112019894	-0.15246511627907	Modifications
ETFA_76295591-76295737	-0.167515625	Modifications
EVA1C_32453312-32453508	-0.130870967741935	Modifications
EVL_100137740-100137802	-0.153145161290323	Modifications
FABP6_160229546-160229624	-0.264892857142857	Modifications
FAM120A_93558581-93558718	-0.0868571428571429	Modifications
FAM219B_74906278-74906365	-0.189	Modifications
FAM49B_129879389-129879471	-0.028375	Modifications
FCGRT_49513882-49514486	-0.5	Modifications
FCHO1_17778609-17778884	-0.113714285714286	Modifications
FGFR1OP2_26960515-26960628	-0.287557692307692	Modifications
FLAD1_154983842-154984066	-0.133125	Modifications
FLT3LG_49478963-49479047	-0.26	Modifications
FMNL3_49658442-49658594	-0.33952380952381	Modifications
FMO5_147201152-147201504	-0.552547619047619	Modifications
FN1_215372109-215372300	-0.196428571428571	Modifications
FN1_215372109-215372375	-0.1387	Modifications
FNBP1_129923844-129923939	-0.348272727272727	Modifications
FNBP1_129923844-129924026	-0.305028571428571	Modifications
FNIP1_131710578-131710661	-0.466545454545455	Modifications
FOXP4_41577986-41578081	-0.133857142857143	Modifications
FSD1L_105513599-105513631	-0.610523076923077	Modifications
FUCA2_143502355-143502565	-0.201383333333333	Modifications
FUCA2_143503913-143504252	-0.21395	Modifications
GALNS_88842706-88842829	-0.372717391304348	Modifications
GARNL3_127264952-127265021	-0.0273421052631579	Modifications
GATAD2A_19501969-19502043	-0.155909090909091	Modifications
GATAD2B_153818040-153818171	-0.112320754716981	Modifications
GATD1_770993-771212	-0.188666666666667	Modifications
GBGT1_133155178-133155312	-0.16596	Modifications
GBGT1_133155178-133155349	-0.316512820512821	Modifications
GEMIN2_39114829-39114913	-0.308892857142857	Modifications
GFAP_44903959-44905149	-0.8746	Modifications
GFAP_44904442-44905149	-0.39083870967742	Modifications
GFAP_44904442-44905499	-0.391	Modifications
GFAP_44904766-44905149	-0.5329	Modifications
GGCX_85552416-85552567	-0.172761904761905	Modifications
GIT2_109945260-109945349	-0.233153846153846	Modifications
GIT2_109951167-109951316	-0.237162162162162	Modifications
GIT2_109951212-109951316	-0.221571428571429	Modifications
GLCCI1_8084897-8085017	-0.445253968253968	Modifications
GLRB_157152718-157153010	-0.139909090909091	Modifications
GOLGA3_132816540-132816812	-0.287927272727273	Modifications
GPC2_100175572-100175894	-0.306827586206897	Modifications
GPR83_94396399-94396524	-0.366	Modifications
GPSM3_32192148-32192272	-0.143	Modifications
GRIN1_137165186-137165296	-0.214138888888889	Modifications
GSE1_85665015-85665128	-0.337233333333333	Modifications
GTF2H2C_69567727-69567777	-0.345037037037037	Modifications
GUCY1A1_155710542-155711251	-0.247390243902439	Modifications
GUCY1A1_155710682-155711251	-0.390804347826087	Modifications
GUSB_65979727-65979911	-0.246771428571429	Modifications
GYG2_2875810-2875914	-0.313666666666667	Modifications
H1FX-AS1_129315806-129315903	-0.394	Modifications
HADH_108019540-108019666	-0.122968253968254	Modifications
HADH_108023474-108023563	-0.78575	Modifications
HBS1L_134969238-134969338	-0.085421052631579	Modifications
HCFC1_153958569-153958766	-0.128153846153846	Modifications
HDAC9_18629350-18629481	-0.379333333333333	Modifications
HECTD1_31128612-31129307	-0.062	Modifications
HECTD1_31128612-31129448	-0.0722	Modifications
HIRIP3_29993906-29994843	-0.13375	Modifications
HIRIP3_29994648-29994843	-0.0743333333333333	Modifications
HMBS_119088179-119088308	-0.4224	Modifications
HMBS_119088255-119088308	-0.304	Modifications
HMCN2_130364714-130364889	-0.985727272727273	Modifications
HMGCL_23814190-23814338	-0.280342857142857	Modifications
HMGN5_81118432-81118485	-0.19835	Modifications
HNRNPH1_179617989-179618060	-0.478666666666667	Modifications
HNRNPR_23340852-23341017	-0.151380952380952	Modifications
HNRNPR_23340852-23341020	-0.1393	Modifications
HP1BP3_20780350-20780540	-0.176111111111111	Modifications
IFI16_159045297-159045464	-0.129571428571429	Modifications
IFNLR1_24180731-24180854	-0.577944444444444	Modifications
IGBP1_70148761-70148840	-0.5794	Modifications
IKZF1_50376533-50376793	-0.325857142857143	Modifications
IL17RB_53852871-53852997	-0.95	Modifications
IL17RC_9930028-9930149	-0.070625	Modifications
IL17RE_9910865-9911040	-0.25	Modifications
IL17RE_9911443-9911597	-0.182	Modifications
IL1RL1_102340666-102340828	-0.119	Modifications
IL20RA_137011274-137011452	-0.460857142857143	Modifications
ITGA10_145895983-145896096	-0.0856315789473684	Modifications
ITGA10_145906733-145906824	-0.166333333333333	Modifications
ITGA3_50088225-50088366	-0.297147540983607	Modifications
ITGA6_172489485-172489658	-0.118173913043478	Modifications
ITGAE_3723288-3723383	-0.0683	Modifications
ITGAV_186675820-186675927	-0.490333333333333	Modifications
ITIH4_52824842-52824958	-0.525419354838709	Modifications
ITPKC_40725340-40725439	-0.0628125	Modifications
JARID2_15410224-15410365	-0.329333333333333	Modifications
KANSL2_48679036-48679238	-0.0803333333333333	Modifications
KDM3B_138386022-138386621	-0.181714285714286	Modifications
KIAA0100_28637836-28638094	-0.9692	Modifications
KIAA1324L_86947727-86947922	-0.113	Modifications
KIDINS220_8747887-8748000	-0.348438596491228	Modifications
KIF23_69440768-69441079	-0.578333333333333	Modifications
KLHL22_20488985-20489212	-0.125857142857143	Modifications
KLK10_51017110-51017290	-0.4	Modifications
KLRG1_8995119-8995288	-0.537142857142857	Modifications
LAMA4_112130968-112131101	-0.2351875	Modifications
LAMP1_113309643-113309862	-0.712961538461538	Modifications
LARP1_154793800-154793922	-0.148416666666667	Modifications
LARP1_154793800-154794000	-0.0827368421052632	Modifications
LARP4_50461135-50461347	-0.348586206896552	Modifications
LARP4_50466959-50467120	-0.388	Modifications
LENG8_54451290-54451382	-0.113936170212766	Modifications
LGR6_202276306-202276521	-0.334125	Modifications
LIN54_82978883-82979006	-0.366195652173913	Modifications
LOXL3_74536709-74536928	-0.4196	Modifications
LRCH3_197866112-197866219	-0.293631578947368	Modifications
LRIF1_110951288-110952815	-0.31375	Modifications
LRP8_53257240-53257464	-0.216066666666667	Modifications
LRRC32_76659583-76661508	-0.135260869565217	Modifications
LRRC37A3_64894649-64897654	-0.604625	Modifications
LRRC40_70189092-70189273	-0.282	Modifications
MACF1_39331203-39336653	-0.1998	Modifications
MACROH2A1_135360497-135360780	-0.364	Modifications
MAMDC4_136853992-136854076	-0.28147619047619	Modifications
MAN2B1_12658428-12658507	-0.115888888888889	Modifications
MAN2B1_12658428-12658510	-0.0843076923076923	Modifications
MAP3K6_27358181-27358319	-0.121108108108108	Modifications
MAP4_47853163-47853352	-0.108	Modifications
MAP4_47875685-47875900	-0.29725	Modifications
MAP7_136383671-136383781	-0.159890909090909	Modifications
MAPK7_19378896-19379132	-0.624333333333333	Modifications
MAPKAP1_125672400-125672643	-0.2	Modifications
MAPT_45989878-45990075	-0.14525	Modifications
MATR3_139307239-139308327	-0.0555555555555556	Modifications
MAVS_3861332-3861504	-0.229615384615385	Modifications
MBP_76988495-76988520	-0.0582	Modifications
MBP_76988877-76988912	-0.233666666666667	Modifications
MCAM_119310349-119310466	-0.333714285714286	Modifications
MCRIP2_647417-647544	-0.1446	Modifications
MDC1_30707566-30708357	-0.304076923076923	Modifications
MDN1_89662792-89662967	-0.166704545454545	Modifications
MEF2A_99671520-99671657	-0.12425	Modifications
METTL3_21500913-21501129	-0.314	Modifications
MFAP5_8651662-8651691	-0.588333333333333	Modifications
MFSD4A_205580661-205580921	-0.115	Modifications
MICAL1_109449657-109449783	-0.1	Modifications
MICALL2_1438289-1438353	-0.18815	Modifications
MILR1_64457400-64457684	-0.259545454545455	Modifications
MINK1_4892402-4892512	-0.323092592592593	Modifications
MIR762HG_30888714-30888958	-0.161277777777778	Modifications
MIR762HG_30888771-30888958	-0.1248	Modifications
MKNK1_46560234-46560277	-0.154916666666667	Modifications
MLLT1_6226977-6227102	-0.225916666666667	Modifications
MLXIPL_73596639-73596786	-0.302612244897959	Modifications
MLXIPL_73596639-73596789	-0.31486	Modifications
MNAT1_60968229-60968397	-0.213037037037037	Modifications
MOCS1_39913774-39913835	-0.0979302325581396	Modifications
MON1A_49911526-49912011	-0.283777777777778	Modifications
MRE11_94445810-94445890	-0.3662	Modifications
MRE11_94445810-94445893	-0.279448979591837	Modifications
MRPL43_100983948-100984074	-0.13571052631579	Modifications
MTMR14_9697711-9697866	-0.103666666666667	Modifications
MYO9B_17210333-17210380	-0.0122272727272727	Modifications
NAAA_75914868-75914985	-0.0853461538461539	Modifications
NAALADL2_175447229-175447372	-0.910489795918367	Modifications
NAGLU_42540950-42541206	-0.20975	Modifications
NASP_45607321-45608337	-0.401913793103449	Modifications
NCDN_35558156-35558223	-0.410716666666667	Modifications
NCDN_35558156-35558484	-0.43919298245614	Modifications
NCK2_105881328-105882049	-0.08675	Modifications
NCOA2_70144642-70144848	-0.257625	Modifications
NCOA5_46079387-46079453	-0.216392857142857	Modifications
NEDD4L_58335478-58335537	-0.198375	Modifications
NEK3_52156075-52156248	-0.00945454545454546	Modifications
NEK9_75095372-75095431	-0.250233333333333	Modifications
NFIC_3453763-3453916	-0.163121212121212	Modifications
NFIC_3456550-3456635	-0.182363636363636	Modifications
NFIX_13078613-13078735	-0.157393162393162	Modifications
NHLRC3_39044090-39044181	-0.226295454545455	Modifications
NME4_401947-402043	-0.243366666666667	Modifications
NOP14-AS1_2950153-2950556	-0.2	Modifications
NOVA1_26472320-26472391	-0.150135593220339	Modifications
NOXA1_137429276-137429383	-0.138	Modifications
NPR2_35801926-35802000	-0.0725555555555556	Modifications
NRCAM_108150695-108150753	-0.52624	Modifications
NRCAM_108168277-108168402	-0.164941176470588	Modifications
NRCAM_108225645-108225701	-0.32383606557377	Modifications
NSUN2_6625564-6625669	-0.120906976744186	Modifications
NTMT1_129632650-129632801	-0.139852941176471	Modifications
NTRK1_156868505-156868647	-0.212809523809524	Modifications
NUP42_23185070-23185298	-0.120551724137931	Modifications
NUP88_5404099-5404246	-0.11725	Modifications
OCIAD1_48857213-48857365	-0.190366666666667	Modifications
OCIAD2_48899829-48899925	-0.081	Modifications
OTULIN_14673642-14673718	-0.0454285714285714	Modifications
P2RX4_121217134-121217281	-0.160135135135135	Modifications
P2RX4_121222947-121223043	-0.414725806451613	Modifications
P2RX7_121166058-121166187	-0.23584	Modifications
PAK4_39172918-39173106	-0.3075	Modifications
PAK4_39172918-39173376	-0.2485625	Modifications
PALLD_168877723-168878394	-0.302910447761194	Modifications
PALM2AKAP2_109942686-109943381	-0.615625	Modifications
PAN2_56318237-56318434	-0.137535714285714	Modifications
PBDC1_76176881-76176992	-0.108	Modifications
PCBP2_53467805-53467843	-0.131666666666667	Modifications
PCK1_57562071-57562252	-0.94125	Modifications
PCM1_17980591-17980755	-0.0147142857142857	Modifications
PCNP_101579790-101580004	-0.0374	Modifications
PCNT_46444694-46444821	-0.21075	Modifications
PDCD4_110875966-110876070	-0.116878787878788	Modifications
PDCD5_32584950-32585011	-0.164222222222222	Modifications
PDLIM7_177491807-177491925	-0.226765432098765	Modifications
PDLIM7_177491807-177491976	-0.348409090909091	Modifications
PDLIM7_177491807-177491995	-0.518121212121212	Modifications
PDZK1_145682500-145682636	-0.291	Modifications
PHKA1_72601991-72602029	-0.131538461538462	Modifications
PIH1D1_49451368-49451578	-0.667	Modifications
PITPNB_27854854-27854939	-0.238145161290323	Modifications
PLA1A_119606774-119606975	-0.1265	Modifications
PLA2R1_160020106-160020263	-0.5	Modifications
PLBD2_113369116-113369209	-0.105125	Modifications
PLEKHA6_204223462-204223585	-0.222446428571429	Modifications
PLEKHG2_39420949-39420996	-0.220574468085106	Modifications
PLEKHM1_45468209-45468593	-0.22552380952381	Modifications
PLSCR1_146528614-146528831	-0.2025	Modifications
PLXNB2_50284132-50284244	-0.127555555555556	Modifications
PLXNB3_153766873-153767913	-0.1185	Modifications
POLB_42349016-42349090	-0.0834583333333333	Modifications
POLR2J3_102541501-102541662	-0.44625	Modifications
PPIP5K1_43564867-43564992	-0.4785	Modifications
PPIP5K2_103186320-103186439	-0.314903225806452	Modifications
PPP1R18_30684408-30684544	-0.0806666666666667	Modifications
PPRC1_102146672-102147392	-0.343958333333333	Modifications
PRDM2_13778418-13782831	-0.2005	Modifications
PRDX5_64319734-64319868	-0.074375	Modifications
PRMT7_68315897-68316074	-0.114857142857143	Modifications
PSEN2_226881888-226882048	-0.218857142857143	Modifications
PTPN13_86701241-86701801	-0.270872727272727	Modifications
PTPN20_46943918-46944015	-0.166290322580645	Modifications
PTPN20_46964986-46965137	-0.255857142857143	Modifications
PTPN2_12817156-12817265	-0.155	Modifications
PTPRD_8485762-8486349	-0.4783	Modifications
PTPRF_43603611-43604189	-0.171945945945946	Modifications
PUM1_31005853-31006031	-0.189666666666667	Modifications
PUM2_20278583-20278819	-0.237767441860465	Modifications
PXN_120215560-120215661	-0.046280701754386	Modifications
RAD17_69373830-69374087	-0.144878048780488	Modifications
RAD51AP1_4556353-4556502	-0.958116666666667	Modifications
RAD51AP1_4556353-4556550	-0.927	Modifications
RALGPS2_178892230-178892307	-0.41575	Modifications
RANBP3_5951393-5951596	-0.390166666666667	Modifications
RAPGEF2_159344036-159344059	-0.25394	Modifications
RARG_53227362-53227687	-0.341068181818182	Modifications
RBCK1_409830-410025	-0.04	Modifications
RBM5_50110379-50110463	-0.154416666666667	Modifications
RC3H2_122857923-122858093	-0.251047619047619	Modifications
RELL2_141638170-141638409	-0.0915909090909091	Modifications
REXO2_114443856-114443933	-0.0947647058823529	Modifications
REXO2_114444541-114444652	-0.1375	Modifications
RFX1_13993525-13993895	-0.216857142857143	Modifications
RGL2_33298455-33298651	-0.148363636363636	Modifications
RGL3_11399855-11399951	-0.267685714285714	Modifications
RGL3_11399855-11399969	-0.30604347826087	Modifications
RILP_1646906-1646989	-0.1486	Modifications
RNF123_49691130-49691247	-0.23	Modifications
RNF14_141980123-141980351	-0.0589285714285714	Modifications
RNPC3_103526067-103526262	-0.209769230769231	Modifications
RPAP2_92323445-92324375	-0.16	Modifications
RPS3_75401640-75401733	-0.11925	Modifications
RPS6KA4_64370225-64370384	-0.126745098039216	Modifications
RPUSD3_9843465-9843601	-0.161910714285714	Modifications
RSU1_16816973-16817084	-0.0884615384615385	Modifications
SALL2_21522833-21524931	-0.183166666666667	Modifications
SAP30L_154451091-154451213	-0.1671875	Modifications
SAT2_7627363-7627414	-0.109103448275862	Modifications
SCN3A_165163802-165163893	-0.243	Modifications
SEC16A_136445052-136445111	-0.134961538461538	Modifications
SEC16A_136453428-136453510	-0.300666666666667	Modifications
SEZ6L2_29895259-29895460	-0.120333333333333	Modifications
SH3GL3_83588662-83588771	-0.124351351351351	Modifications
SH3KBP1_19545922-19546050	-0.190925925925926	Modifications
SH3PXD2A_103622470-103622553	-0.436961538461539	Modifications
SHANK3_50720184-50722437	-0.0950454545454545	Modifications
SHARPIN_144099081-144099205	-0.177466666666667	Modifications
SHMT2_57231481-57231560	-0.11224	Modifications
SHTN1_116901765-116901957	-0.538951612903226	Modifications
SHTN1_116906627-116906747	-0.178728571428571	Modifications
SIDT1_113607041-113607114	-0.34825	Modifications
SIGLEC10_51414824-51415108	-0.2518	Modifications
SLC12A4_67950654-67951060	-0.126645161290323	Modifications
SLC12A4_67961575-67961706	-0.403333333333333	Modifications
SLC15A4_128809943-128810111	-0.0702	Modifications
SLC19A1_45537771-45538008	-0.182	Modifications
SLC35B3_8419580-8419677	-0.08905	Modifications
SLC9A3_474883-475132	-0.8565	Modifications
SLC9A5_67255021-67255184	-0.171875	Modifications
SLC9A7_46635589-46635648	-0.470636363636364	Modifications
SLX4_3602118-3602307	-0.490218181818182	Modifications
SMARCE1_40642118-40642559	-0.279511111111111	Modifications
SMARCE1_40642455-40642559	-0.164553191489362	Modifications
SMPDL3A_122795677-122795890	-0.337363636363636	Modifications
SMPDL3A_122803664-122803833	-0.13024	Modifications
SNRPA1_101286214-101286293	-0.324266666666667	Modifications
SNU13_41682356-41682587	-0.37525	Modifications
SORBS1_95414494-95414655	-0.250645161290323	Modifications
SORBS1_95414494-95414862	-0.289039215686274	Modifications
SPECC1L_24321405-24322918	-0.2	Modifications
SPECC1_20204333-20205912	-0.094875	Modifications
SPIN1_88462496-88462749	-0.145909090909091	Modifications
SRSF1_58005398-58005600	-0.116375	Modifications
SSH1_108823258-108823361	-0.1976	Modifications
SSPO_149793310-149793463	-0.635153846153846	Modifications
SSPO_149803475-149803604	-0.551571428571428	Modifications
SSPO_149822512-149822679	-0.0636666666666666	Modifications
SSPO_149826679-149826821	-0.051875	Modifications
ST3GAL5_85861181-85861292	-0.102466666666667	Modifications
STAP2_4325396-4325545	-0.267	Modifications
STAT5A_42289866-42290022	-0.988235294117647	Modifications
STK33_8413495-8413692	-0.262147058823529	Modifications
STK38L_27308339-27308461	-0.175333333333333	Modifications
STX17_99959917-99960032	-0.225192307692308	Modifications
STXBP5_147339179-147339238	-0.628794117647059	Modifications
SYNCRIP_85641292-85641451	-0.1516	Modifications
TACC1_38787557-38787743	-0.291583333333333	Modifications
TASOR_56646522-56647223	-0.2	Modifications
TEX14_58604978-58605129	-0.667	Modifications
TFR2_100631806-100631945	-0.252461538461539	Modifications
THTPA_23556743-23557034	-0.2	Modifications
THTPA_23556743-23557039	-0.0838571428571429	Modifications
TIGAR_4337039-4337160	-0.195	Modifications
TLE4_79706747-79706899	-0.0942	Modifications
TLR4_117708563-117708729	-0.30275	Modifications
TM7SF3_27003236-27003390	-0.139666666666667	Modifications
TM7SF3_27003236-27003405	-0.1006	Modifications
TMCO3_113499958-113500149	-0.178349206349206	Modifications
TMEM126B_85631687-85631808	-0.10975	Modifications
TMEM130_98863095-98863400	-0.128102564102564	Modifications
TMEM168_112783698-112784953	-0.265666666666667	Modifications
TMEM175_947709-947892	-0.286272727272727	Modifications
TMEM175_947709-948154	-0.253027027027027	Modifications
TMEM62_43146493-43146634	-0.0932222222222222	Modifications
TMEM62_43178607-43178711	-0.263541666666667	Modifications
TMPO_98544951-98545061	-0.244275862068965	Modifications
TNC_115048260-115048532	-0.356120481927711	Modifications
TNC_115057153-115057425	-0.35809756097561	Modifications
TNC_115063796-115064068	-0.0270909090909091	Modifications
TNFRSF4_1211942-1212138	-0.4422	Modifications
TNFSF12-TNFSF13_7559846-7559893	-0.111	Modifications
TNRC18_5361594-5361722	-0.110125	Modifications
TOM1L2_17884634-17884768	-0.312533333333333	Modifications
TOMM34_44948730-44948877	-0.14430303030303	Modifications
