SpliceID	dPSI	Uniprot	Type
SRSF4:29159863-29160091	-0.393	Mod	A3SS
STIMATE-MUSTN1:52834939-52835302	0.201	Mod	A3SS
SYN1:47571900-47572999	0.435	Mod	A3SS
TIMM44:7934088-7934241	0.386	Mod	A3SS
TJAP1:43498922-43499100	-0.211	Mod	A3SS
TJAP1:43498974-43499100	0.2	Mod	A3SS
TM2D2:38995317-38995794	0.181	Mod	A3SS
TRA2A:23521706-23522432	0.374	Mod	A3SS
TRPM7:50583088-50583159	-0.252	Mod	A3SS
ABHD11:73736928-73737220	0.348	Other	A3SS
ACSL4:109683135-109683552	0.127	Other	A3SS
ACSL4:109683135-109683552	0.24	Other	A3SS
ACSL4:109683135-109683666	-0.102	Other	A3SS
ACSL4:109683135-109683666	0.122	Other	A3SS
ACSL4:109683135-109683666	0.229	Other	A3SS
ADAT1:75618585-75618698	0.253	Other	A3SS
AKAP7:131281529-131283532	0.234	Other	A3SS
ALG13:111682131-111682294	0.105	Other	A3SS
ANKRD54:37833683-37833755	-0.114	Other	A3SS
APOA2:161222917-161223050	0.179	Other	A3SS
APOA2:161222917-161223266	0.338	Other	A3SS
APTX:32987543-32987846	-0.106	Other	A3SS
APTX:32987543-32987846	-0.123	Other	A3SS
ARIH2:48944981-48945181	0.328	Other	A3SS
ARL6IP4:122981570-122981879	0.593	Other	A3SS
BTBD3:11917777-11918601	-0.253	Other	A3SS
C1D:68045987-68046410	-0.345	Other	A3SS
C2CD2L:119113610-119113712	0.29	Other	A3SS
CACNA1H:1195431-1195565	0.102	Other	A3SS
CALB1:90082025-90082388	0.128	Other	A3SS
CAP1:40059333-40059458	-0.328	Other	A3SS
CAPN10:240595933-240596521	-0.247	Other	A3SS
CBY1:38670766-38670989	0.417	Other	A3SS
CCDC74B:130142132-130142381	0.195	Other	A3SS
CCNDBP1:43194080-43194461	0.157	Other	A3SS
CHFR:132869618-132869798	0.112	Other	A3SS
CHFR:132869618-132869834	0.11	Other	A3SS
CIT:119718698-119718861	0.12	Other	A3SS
CLDND1:98521132-98521442	-0.211	Other	A3SS
CLINT1:157789362-157789567	0.119	Other	A3SS
COL9A3:62836186-62836532	0.233	Other	A3SS
CTSA:45897716-45898109	-0.181	Other	A3SS
CUL7:43038266-43038484	-0.174	Other	A3SS
CYLD:50749548-50750202	-0.104	Other	A3SS
D2HGDH:241755044-241756014	-0.247	Other	A3SS
DCAKD:45034773-45035002	0.258	Other	A3SS
DCLK2:150220702-150220778	-0.24	Other	A3SS
DCTN1:74366243-74366620	-0.127	Other	A3SS
DDB2:47234756-47235412	0.32	Other	A3SS
DDX5:64500548-64500882	-0.119	Other	A3SS
DMTF1:87182016-87182337	-0.14	Other	A3SS
DMTF1:87182016-87182337	-0.26	Other	A3SS
DMTF1:87182055-87182337	-0.142	Other	A3SS
DMTN:22069015-22069518	0.102	Other	A3SS
DNA2:68430435-68430660	-0.181	Other	A3SS
DNAH5:13919175-13919401	0.721	Other	A3SS
DNAH5:13923279-13923440	-0.139	Other	A3SS
DNASE1:3656998-3657341	0.237	Other	A3SS
DPH2:43970905-43971189	0.134	Other	A3SS
DUS3L:5786748-5786919	0.149	Other	A3SS
DXO:31970605-31970825	-0.185	Other	A3SS
EEF1D:143586728-143586852	0.223	Other	A3SS
EIF2A:150568012-150568046	-0.452	Other	A3SS
EMSY:76542167-76542367	0.249	Other	A3SS
ERCC6L2:95970575-95973088	-0.175	Other	A3SS
ERGIC3:35556954-35557109	-0.155	Other	A3SS
FAM133B:92577654-92577717	-0.158	Other	A3SS
FAM200B:15686931-15687145	0.104	Other	A3SS
FBXW5:136942768-136943003	-0.128	Other	A3SS
FKBP7:178469651-178469785	-0.157	Other	A3SS
FLYWCH1:2930409-2930880	-0.141	Other	A3SS
FOXP2:114629786-114630005	0.147	Other	A3SS
FOXP2:114629804-114630005	0.133	Other	A3SS
GALT:34647474-34647567	0.338	Other	A3SS
GALT:34647491-34647961	0.201	Other	A3SS
GCDH:12897302-12897863	-0.296	Other	A3SS
GFAP:44904441-44905149	0.341	Other	A3SS
GGA2:23493359-23494378	-0.159	Other	A3SS
GGCX:85551811-85552567	-0.124	Other	A3SS
GGN:38385420-38387280	-0.111	Other	A3SS
HCFC1R1:3023232-3023412	0.202	Other	A3SS
HDAC7:47791870-47792669	0.229	Other	A3SS
HNRNPA2B1:26193250-26193694	-0.269	Other	A3SS
IGFLR1:35739709-35740088	-0.142	Other	A3SS
ITGB1BP1:9406660-9407598	-0.451	Other	A3SS
ITIH4:52819753-52819990	-0.134	Other	A3SS
KANK1:732377-734835	0.153	Other	A3SS
KAT6B:74981786-74985241	0.162	Other	A3SS
KIF5A:57582776-57582861	-0.237	Other	A3SS
KNL1:40611477-40611511	-0.108	Other	A3SS
KRT8:52904657-52905079	-0.209	Other	A3SS
KYAT1:128845352-128845517	0.303	Other	A3SS
LETM2:38392541-38392995	-0.124	Other	A3SS
LIME1:63738007-63738499	0.186	Other	A3SS
LMNA:156114669-156115274	0.137	Other	A3SS
LMNA:156114669-156115274	-0.275	Other	A3SS
LRP8:53255116-53257464	0.462	Other	A3SS
MAP2K7:7910062-7910373	-0.152	Other	A3SS
MAP7:136372500-136372649	-0.714	Other	A3SS
METTL17:20992091-20992205	0.121	Other	A3SS
METTL4:2552694-2555038	-0.152	Other	A3SS
MGST3:165649754-165649964	-0.26	Other	A3SS
MGST3:165649754-165649964	-0.278	Other	A3SS
MMAB:109561039-109561329	0.14	Other	A3SS
MMP17:131849801-131850059	-0.214	Other	A3SS
MPPE1:11886498-11886778	0.11	Other	A3SS
MT1E:56626465-56627112	0.122	Other	A3SS
MTERF1:91876877-91876978	-0.12	Other	A3SS
NFATC2:51523080-51524110	-0.211	Other	A3SS
NPM1:171406396-171407774	0.178	Other	A3SS
NR1H3:47261546-47262018	-0.361	Other	A3SS
NR4A2:156326149-156326328	-0.184	Other	A3SS
NR4A2:156329322-156330188	-0.171	Other	A3SS
NUP214:131146128-131146304	0.164	Other	A3SS
NUSAP1:41350987-41351129	-0.107	Other	A3SS
NUSAP1:41350990-41351129	-0.156	Other	A3SS
OSGEP:20449170-20449301	0.224	Other	A3SS
OTX1:63053931-63054198	-0.141	Other	A3SS
P4HTM:49004860-49005867	-0.17	Other	A3SS
PABPC4:39563613-39563922	-0.22	Other	A3SS
PAM16:4341367-4341672	-0.152	Other	A3SS
PARP3:51943348-51943538	0.328	Other	A3SS
PDE4DIP:149003610-149003730	-0.6	Other	A3SS
PFDN6:33289769-33289920	-0.109	Other	A3SS
PGGHG:290657-291113	-0.276	Other	A3SS
PLA2G6:38115526-38115849	-0.391	Other	A3SS
PMEL:55955273-55955382	0.155	Other	A3SS
POLR2J3:102566996-102568184	0.123	Other	A3SS
POLR3G:90485524-90485684	0.197	Other	A3SS
POU2F2:42117249-42117432	0.452	Other	A3SS
PPARGC1A:23824279-23824384	0.112	Other	A3SS
PPFIA2:81281256-81281450	0.281	Other	A3SS
PPP1R9B:50140092-50140359	0.139	Other	A3SS
PRKAG1:49005461-49005592	0.302	Other	A3SS
PRR13:53443486-53443773	-0.118	Other	A3SS
PRRG2:49583374-49583717	0.3	Other	A3SS
PXN:120215102-120215417	0.174	Other	A3SS
RACK1:181236936-181237319	0.106	Other	A3SS
RARS2:87520179-87520256	-0.103	Other	A3SS
RBM5:50100531-50103166	-0.143	Other	A3SS
RHBDF1:59731-60098	0.116	Other	A3SS
RHOT2:670248-670357	-0.286	Other	A3SS
RNF44:176532003-176532193	0.109	Other	A3SS
RNF8:37368377-37369218	-0.372	Other	A3SS
RPAIN:5425970-5428211	-0.105	Other	A3SS
RPS6KA4:64368467-64368601	-0.133	Other	A3SS
SACM1L:45713136-45713196	0.163	Other	A3SS
SCYL1:65536985-65537128	0.116	Other	A3SS
SCYL1:65538269-65538704	0.169	Other	A3SS
SERF2:43798868-43799107	-0.142	Other	A3SS
SETMAR:4313646-4313761	0.145	Other	A3SS
SF1:64764605-64766155	0.109	Other	A3SS
SIK3:116857809-116858699	0.125	Other	A3SS
SIRT5:13599031-13600949	-0.122	Other	A3SS
SLC27A1:17487099-17487335	-0.108	Other	A3SS
SLC2A11:23877384-23877869	0.157	Other	A3SS
SLC38A7:58675939-58676121	0.129	Other	A3SS
SLC38A7:58675939-58676346	-0.149	Other	A3SS
SLC4A3:219630071-219630352	0.253	Other	A3SS
SNX5:17953995-17954223	0.22	Other	A3SS
SP100:230473323-230473440	-0.596	Other	A3SS
SRA1:140551060-140552184	-0.138	Other	A3SS
SREK1:66164607-66164897	0.157	Other	A3SS
SRSF4:29159863-29160091	-0.393	Other	A3SS
STK32C:132227976-132228189	0.135	Other	A3SS
SUGP1:19303723-19304043	-0.16	Other	A3SS
SYN1:47571900-47572999	0.435	Other	A3SS
TADA2A:37440504-37440662	-0.138	Other	A3SS
TAFAZZIN:154419704-154420094	-0.102	Other	A3SS
TEDC1:105492106-105492309	-0.146	Other	A3SS
TENT4B:50225097-50225285	0.106	Other	A3SS
TERT:1278640-1278796	-0.254	Other	A3SS
TFE3:49039106-49039410	0.112	Other	A3SS
TIMM44:7934088-7934241	0.386	Other	A3SS
TJAP1:43498922-43499100	-0.211	Other	A3SS
TJAP1:43498974-43499100	0.2	Other	A3SS
TKT:53237796-53237921	0.29	Other	A3SS
TM2D2:38995317-38995794	0.181	Other	A3SS
TMEM91:41383560-41384083	-0.226	Other	A3SS
TMEM94:75485870-75486426	-0.226	Other	A3SS
TRA2A:23521706-23522432	0.374	Other	A3SS
TRIM26:30198665-30199264	-0.219	Other	A3SS
TRMU:46350290-46350463	-0.139	Other	A3SS
ZKSCAN5:99505942-99506458	0.248	Other	A3SS
ZNF395:28360884-28361182	0.2	Other	A3SS
ZNF433:12018165-12018301	-0.173	Other	A3SS
ZNF559-ZNF177:9380667-9382617	0.16	Other	A3SS
ZNF707:143691596-143691713	-0.243	Other	A3SS
ZRSR2:15799871-15799953	0.138	Other	A3SS
APOA2:161222917-161223050	0.179	DisulfBond	A3SS
APOA2:161222917-161223266	0.338	DisulfBond	A3SS
CNTN4:3030854-3030975	-0.316	DisulfBond	A3SS
DNASE1:3656998-3657341	0.237	DisulfBond	A3SS
GFAP:44904441-44905149	0.341	DisulfBond	A3SS
GGCX:85551811-85552567	-0.124	DisulfBond	A3SS
LRP8:53271226-53271415	-0.164	DisulfBond	A3SS
MMP17:131849801-131850059	-0.214	DisulfBond	A3SS
PRRG2:49583374-49583717	0.3	DisulfBond	A3SS
SCG5:32684556-32684669	-0.126	DisulfBond	A3SS
ST3GAL4:126413329-126413648	-0.103	DisulfBond	A3SS
ST3GAL4:126413396-126413648	-0.102	DisulfBond	A3SS
ST6GALNAC4:127909950-127910528	0.238	DisulfBond	A3SS
ST6GALNAC5:77050257-77050365	-0.169	DisulfBond	A3SS
TRMU:46350290-46350463	-0.139	DisulfBond	A3SS
ALG9:111838248-111838399	-0.104	LocSignal	A3SS
ANKRD54:37833683-37833755	-0.114	LocSignal	A3SS
APOA2:161222917-161223050	0.179	LocSignal	A3SS
APOA2:161222917-161223266	0.338	LocSignal	A3SS
STK36:218696526-218696601	-0.259	LocSignal	A3SS
ZNF433:12018165-12018301	-0.173	LocSignal	A3SS
