splice_id	gene	histology
ENSG00000284634:9656568-9656649_9655872-9655979_9656920-9657302	ENSG00000284634	ATRT
EXD2:69210112-69210201_69209423-69209803_69228815-69229072	EXD2	ATRT
OSBPL9:51669434-51669814_51651990-51652041_51714002-51714079	OSBPL9	ATRT
MRNIP:179853197-179853276_179847977-179848066_179853377-179853437	MRNIP	ATRT
CFDP1:75391380-75391508_75305023-75305182_75395089-75395136	CFDP1	ATRT
LINC01184:128081973-128082191_128061143-128061244_128082969-128083114	LINC01184	ATRT
RNF217:124971501-124971598_124963307-124963426_125045210-125045444	RNF217	ATRT
RPP14:58310290-58310406_58306261-58306651_58310506-58310591	RPP14	ATRT
PLEKHA6:204255626-204255679_204250545-204250614_204256801-204256888	PLEKHA6	ATRT
KCNMA1:77108286-77108377_77090399-77090510_77108480-77108572	KCNMA1	ATRT
ATG13:46625301-46625417_46617577-46617890_46630044-46630100	ATG13	ATRT
MYSM1:58689294-58689367_58689037-58689116_58690225-58690249	MYSM1	ATRT
UMAD1:7641504-7641705_7640710-7640821_7673308-7673453	UMAD1	ATRT
IL32:3065621-3065687_3065403-3065494_3065783-3065826	IL32	ATRT
IL32:3065642-3065687_3065376-3065494_3065783-3065826	IL32	ATRT
EPB41L2:130878104-130878250_130870327-130870381_130885095-130885268	EPB41L2	ATRT
ARMC8:138188401-138188530_138187317-138187599_138221925-138221997	ARMC8	ATRT
GOLM2:44402887-44403054_44380805-44380976_44413335-44415729	GOLM2	ATRT
GAPVD1:125287762-125287883_125261830-125261959_125295457-125295522	GAPVD1	ATRT
RALGDS:133104448-133104551_133104262-133104331_133105931-133106016	RALGDS	ATRT
APP:25997360-25997416_25982343-25982477_26000014-26000182	APP	ATRT
TPT1-AS1:45344305-45344446_45341512-45341614_45369958-45370182	AS1	ATRT
ZNF431:21151079-21151198_21143550-21143643_21166334-21166461	ZNF431	ATRT
GARS1-DT:30551318-30551395_30550567-30550781_30561465-30561516	DT	ATRT
KMT2E:105068475-105068545_105066726-105066807_105073618-105073677	KMT2E	ATRT
MFAP3:154051818-154051943_154049556-154050017_154052919-154057420	MFAP3	ATRT
PDE8A:85090718-85090915_85089337-85089416_85091043-85091181	PDE8A	ATRT
DGLUCY:91147781-91147858_91114062-91114283_91157638-91157690	DGLUCY	ATRT
OSER1-DT:44214888-44215003_44210942-44211077_44224820-44225969	DT	ATRT
NUDT2:34336300-34336341_34329505-34329599_34338712-34338847	NUDT2	ATRT
TASOR2:5709530-5709663_5684941-5685175_5712822-5712918	TASOR2	ATRT
MTO1:73471460-73471557_73466488-73466606_73473364-73473654	MTO1	ATRT
SNHG8:118278934-118279137_118278754-118278792_118279388-118279431	SNHG8	ATRT
SNHG8:118278944-118279137_118278705-118278792_118279388-118279431	SNHG8	ATRT
SNHG8:118278966-118279137_118278757-118278792_118279388-118279431	SNHG8	ATRT
CERS4:8241341-8241457_8209382-8209494_8251075-8251249	CERS4	ATRT
AAMDC:77831892-77832012_77821141-77821241_77841018-77841255	AAMDC	ATRT
CNOT2:70285400-70285586_70278131-70278274_70294236-70294294	CNOT2	ATRT
SNHG6:66922324-66922392_66921817-66922114_66922613-66922725	SNHG6	ATRT
RNF185:31182969-31183066_31160242-31160303_31187046-31187270	RNF185	ATRT
GRIPAP1:49000861-49000959_48999437-48999504_49002187-49002224	GRIPAP1	ATRT
NVL:224313050-224313155_224311799-224311857_224317693-224317793	NVL	ATRT
ANKRD11:89313317-89313589_89305205-89305344_89316932-89317078	ANKRD11	ATRT
AASS:122082788-122082891_122081499-122081595_122086011-122086153	AASS	ATRT
FDPS:155309789-155309965_155308915-155309076_155310042-155310205	FDPS	ATRT
PCDH9:66903504-66903605_66631209-66631411_67225404-67228575	PCDH9	ATRT
NCOA1:24768079-24768135_24762686-24762776_24768220-24770702	NCOA1	ATRT
TMEM94:75457294-75457477_75456649-75456751_75471799-75471929	TMEM94	ATRT
GNG7:2516942-2517082_2514992-2515147_2520607-2520725	GNG7	ATRT
NT5C2:103181185-103181328_103174857-103174982_103193235-103193261	NT5C2	ATRT
MRPL42:93470486-93470590_93469191-93469355_93476953-93477017	MRPL42	ATRT
ZNF827:145763402-145763468_145757626-145761598_145764987-145765165	ZNF827	ATRT
ATP1A2:160140651-160140774_160139958-160139984_160141293-160141777	ATP1A2	ATRT
CTBP2:125088191-125088319_125039045-125039155_125110989-125111093	CTBP2	ATRT
ACOT8:45853923-45853979_45848532-45848675_45855158-45855292	ACOT8	ATRT
TMEM230:5111500-5111605_5109331-5109445_5112742-5113042	TMEM230	ATRT
LINC01184:128081973-128082194_128061143-128061244_128082969-128083114	LINC01184	ATRT
CARD8:48218871-48219012_48215339-48215384_48221729-48221855	CARD8	ATRT
PCBP4:51962810-51962892_51961940-51962088_51967325-51967434	PCBP4	ATRT
CCNDBP1:43194081-43194137_43192742-43192803_43194414-43194461	CCNDBP1	ATRT
NMRAL1:4471314-4471449_4469226-4469465_4474092-4474166	NMRAL1	ATRT
BTBD1:83028616-83028728_83020674-83020762_83030135-83030328	BTBD1	ATRT
ALDH3A2:19673200-19673275_19671767-19671956_19675495-19675499	ALDH3A2	ATRT
DCAF1:51496734-51496780_51483718-51483836_51499872-51500015	DCAF1	ATRT
PDCD11:103399647-103399830_103398415-103398528_103400396-103400528	PDCD11	ATRT
GARS1-DT:30551318-30551479_30548358-30550781_30561465-30562128	DT	ATRT
STAMBP:73829405-73829510_73828960-73828996_73830844-73831059	STAMBP	ATRT
BCL7B:73553548-73553669_73552166-73552242_73557486-73557676	BCL7B	ATRT
ZMPSTE24:40280120-40280312_40271893-40272035_40281342-40281527	ZMPSTE24	ATRT
ARMC8:138188455-138188530_138187266-138187599_138209816-138209893	ARMC8	ATRT
ACSF2:50464526-50464599_50464217-50464294_50471027-50471135	ACSF2	ATRT
NUBP2:1786757-1786955_1786536-1786655_1787676-1787777	NUBP2	ATRT
SUPV3L1:69182520-69182654_69180280-69180562_69185986-69186064	SUPV3L1	ATRT
EIF4G2:10808277-10808508_10807254-10807381_10808704-10808940	EIF4G2	ATRT
KAT5:65713348-65713503_65712921-65713058_65713592-65713664	KAT5	ATRT
MAZ:29809540-29809764_29808569-29808741_29810076-29811164	MAZ	ATRT
ABR:1012474-1012557_1011845-1011985_1012687-1012797	ABR	ATRT
DBNL:44057973-44057992_44057781-44057859_44058128-44058280	DBNL	ATRT
ALDH2:111775605-111775720_111766947-111767096_111781917-111782022	ALDH2	ATRT
NASP:45594694-45594773_45591222-45591270_45602254-45602365	NASP	ATRT
SF3B1:197418896-197418951_197418508-197418588_197420427-197420542	SF3B1	ATRT
TCF7L2:113089397-113089540_113040024-113040126_113141183-113141316	TCF7L2	ATRT
TCF7L2:113089400-113089540_113040024-113040126_113141183-113141316	TCF7L2	ATRT
SREBF2:41878659-41878758_41877941-41878123_41880715-41880992	SREBF2	ATRT
HLTF:149052045-149052144_149050269-149050375_149055302-149055400	HLTF	ATRT
DDX3X:41341949-41342046_41341483-41341616_41342494-41342506	DDX3X	ATRT
DRG1:31421308-31421399_31420255-31420425_31423279-31423319	DRG1	ATRT
STX16-NPEPL1:58691405-58691562_58673630-58673711_58691723-58691780	NPEPL1	ATRT
CDCA7:173364000-173364161_173363817-173363895_173364794-173364873	CDCA7	ATRT
NASP:45594694-45594773_45591222-45591270_45600384-45600457	NASP	ATRT
SEC31A:82830937-82830975_82828999-82829058_82842139-82842481	SEC31A	ATRT
DDX10:108767937-108768001_108722996-108723462_108838445-108838565	DDX10	ATRT
RMND1:151408643-151408900_151405719-151405836_151417278-151417399	RMND1	ATRT
VPS41:38728341-38728434_38726908-38726988_38728541-38728586	VPS41	ATRT
CCDC57:82108768-82108954_82101751-82101866_82127691-82127818	CCDC57	ATRT
EPB41L2:130876674-130876775_130870327-130870381_130885095-130885268	EPB41L2	ATRT
ZDHHC21:14683571-14683729_14680032-14680162_14690336-14690385	ZDHHC21	ATRT
NUMA1:72068105-72068231_72035901-72035975_72069841-72070063	NUMA1	ATRT
COX14:50118493-50118552_50112203-50112301_50120035-50120457	COX14	ATRT
BROX:222715145-222715269_222712563-222712942_222715683-222715800	BROX	ATRT
SNHG14:25105700-25105824_25103858-25103970_25106163-25106181	SNHG14	ATRT
BNIP2:59665350-59665442_59662892-59664120_59668102-59668138	BNIP2	ATRT
AOPEP:95085930-95086119_95082574-95082719_95086681-95086841	AOPEP	ATRT
HSF4:67167303-67167402_67167119-67167222_67167474-67167599	HSF4	ATRT
LINC00342:95813316-95813957_95807051-95807302_95814049-95815156	LINC00342	ATRT
LMTK3:48509135-48509248_48508850-48508969_48509436-48509513	LMTK3	ATRT
KLC1:103692359-103692425_103679397-103679545_103700654-103700727	KLC1	ATRT
CETN3:90396493-90396564_90393709-90394107_90399357-90399549	CETN3	ATRT
RASGRP2:64740368-64740449_64740012-64740163_64740947-64741079	RASGRP2	ATRT
FSD1L:105461520-105461615_105447795-105448235_105464235-105464331	FSD1L	ATRT
PLXDC1:39079502-39079528_39079103-39079164_39083458-39083540	PLXDC1	ATRT
NFIB:14116208-14116346_14102421-14102510_14120439-14120624	NFIB	ATRT
GLS:190913193-190913364_190910262-190910321_190921023-190921056	GLS	ATRT
DTWD1:49633520-49633612_49632158-49632302_49634535-49634614	DTWD1	ATRT
ZNF138:64814918-64815044_64794387-64794571_64831450-64832242	ZNF138	ATRT
HCG18:30326151-30326263_30296131-30296237_30326353-30326393	HCG18	ATRT
TBL1XR1:177160871-177160988_177098465-177098541_177197120-177197225	TBL1XR1	ATRT
ZNF585A:37165595-37165696_37156228-37156355_37169838-37170054	ZNF585A	ATRT
XRN1:142313136-142313174_142312597-142312758_142318591-142318694	XRN1	ATRT
CD59:33733495-33733610_33731423-33731468_33736381-33736423	CD59	ATRT
CD59:33733495-33733614_33731423-33731468_33736381-33736422	CD59	ATRT
KLHDC8A:205344134-205344458_205343228-205343793_205356532-205356569	KLHDC8A	ATRT
POLR3H:41533522-41533687_41532658-41532745_41540698-41540795	POLR3H	ATRT
ARHGEF3:57007182-57007336_56958822-56958889_57035087-57035176	ARHGEF3	ATRT
TMEM126B:85629132-85629203_85628596-85628688_85631686-85631808	TMEM126B	ATRT
METTL23:76729690-76729794_76726829-76727213_76732977-76733215	METTL23	ATRT
SUOX:55999333-55999458_55997295-55997339_56002211-56002271	SUOX	ATRT
DCP2:112981042-112981171_112976812-112976986_112985834-112985986	DCP2	ATRT
TIMM23B:49970042-49970458_49958369-49958480_49973011-49973181	TIMM23B	ATRT
ALG11:52023713-52023779_52018912-52019143_52024005-52024937	ALG11	ATRT
RBM15:110345539-110345649_110339322-110342268_110346307-110346677	RBM15	ATRT
AOPEP:95082575-95082719_95080693-95080780_95086681-95086918	AOPEP	ATRT
EIF4A1:7573400-7573547_7572825-7572864_7574259-7574308	EIF4A1	ATRT
SNHG14:25100779-25100890_25099144-25099278_25103858-25103970	SNHG14	ATRT
SMC6:17752978-17753064_17745826-17745951_17753625-17753773	SMC6	ATRT
ETNK1:22668598-22668700_22661062-22661205_22671271-22671355	ETNK1	ATRT
DENND10:119104764-119105006_119104116-119104197_119107947-119108164	DENND10	ATRT
HPS4:26482746-26482873_26481834-26482240_26483673-26483836	HPS4	ATRT
ZNF343:2486641-2486763_2481822-2484656_2492698-2492825	ZNF343	ATRT
OSGEP:20451257-20451452_20449221-20449266_20451973-20452149	OSGEP	ATRT
ZNF707:143689204-143689301_143684478-143684542_143690056-143690123	ZNF707	ATRT
ENSG00000285791:66453710-66453840_66451952-66452105_66454058-66454157	ENSG00000285791	ATRT
SHPRH:145951791-145951923_145950263-145950482_145952348-145952478	SHPRH	ATRT
FAM221A:23692183-23692253_23691389-23691596_23700785-23700868	FAM221A	ATRT
CLCC1:108947338-108947508_108943835-108944057_108947610-108947718	CLCC1	ATRT
NR2F1-AS1:93569890-93570002_93563363-93563463_93581141-93581297	AS1	ATRT
NDE1:15651931-15652050_15650246-15650294_15664735-15664861	NDE1	ATRT
SOX1-OT:112088046-112088260_112056844-112057025_112095474-112095631	OT	ATRT
PHF21A:46117922-46118064_46092182-46092223_46118741-46118786	PHF21A	ATRT
PHF21A:46117922-46118145_46092182-46092223_46118741-46118800	PHF21A	ATRT
TRAF3IP2:111601196-111601306_111591257-111592094_111605775-111606278	TRAF3IP2	ATRT
GPR155:174482873-174482918_174481496-174481987_174486872-174487094	GPR155	ATRT
C11orf49:46991543-46991647_46987207-46987310_47052387-47052518	C11orf49	ATRT
DISP1:222928430-222928570_222899780-222899865_222942806-222943332	DISP1	ATRT
CNOT6:180495652-180495755_180494411-180494763_180529274-180529388	CNOT6	ATRT
GAPVD1:125263551-125263700_125261830-125261959_125268935-125269054	GAPVD1	ATRT
ZNF528-AS1:52396610-52397267_52396364-52396499_52397461-52397791	AS1	ATRT
CEP164:117408526-117408755_117407924-117408032_117408889-117409028	CEP164	ATRT
PPP1R11:30068279-30068353_30067204-30067479_30068589-30068698	PPP1R11	ATRT
RNF13:149813925-149814026_149812769-149813353_149846010-149846140	RNF13	ATRT
MED24:40020528-40020619_40020272-40020353_40021954-40022054	MED24	ATRT
CAP1:40041429-40041493_40040731-40040801_40059333-40059458	CAP1	ATRT
CAP1:40041429-40041493_40040732-40040783_40059333-40059458	CAP1	ATRT
CAP1:40041429-40041493_40040731-40040801_40059336-40059458	CAP1	ATRT
ZNF254:24091901-24092015_24087175-24087337_24105939-24106066	ZNF254	ATRT
ZNF283:43827776-43827940_43827373-43827444_43828201-43828281	ZNF283	ATRT
DENND10:119104764-119105022_119104091-119104197_119107947-119108096	DENND10	ATRT
HMGN1:39347379-39347478_39345829-39345958_39348291-39348339	HMGN1	ATRT
SLC29A1:44226061-44226167_44219552-44219782_44227259-44227342	SLC29A1	ATRT
ZNF708:21310501-21310627_21309245-21309341_21329209-21329410	ZNF708	ATRT
WIPI2:5193118-5193345_5190258-5190493_5199575-5199658	WIPI2	ATRT
CTSB:11857858-11857940_11853328-11853479_11864375-11864463	CTSB	ATRT
CTSB:11857858-11857940_11853328-11853479_11868000-11868114	CTSB	ATRT
ZBTB8OS:32633645-32633727_32627507-32627544_32650432-32650525	ZBTB8OS	ATRT
MRPL47:179602652-179602737_179601729-179601790_179604526-179604640	MRPL47	ATRT
TFPI:187513616-187513646_187503647-187503770_187529363-187529485	TFPI	ATRT
TFPI:187513616-187513646_187503647-187503770_187554199-187554431	TFPI	ATRT
NSMCE1:27241353-27241889_27235177-27235299_27257434-27257581	NSMCE1	ATRT
CPT1B:50573808-50573921_50573519-50573715_50574334-50574419	CPT1B	ATRT
PEG3:56833290-56833420_56829782-56829921_56836017-56836104	PEG3	ATRT
ZNF107:64669037-64669178_64666098-64666285_64691247-64691374	ZNF107	ATRT
ZNF521:25350907-25350993_25322007-25322187_25352004-25352155	ZNF521	ATRT
UTY:13358464-13358553_13357876-13357969_13359766-13359986	UTY	ATRT
GUSBP1:21466619-21466748_21461782-21461866_21491320-21491508	GUSBP1	ATRT
WWP2:69783032-69783152_69762327-69762391_69786995-69787080	WWP2	ATRT
DDX60L:168377728-168377843_168375376-168375524_168378353-168378475	DDX60L	ATRT
PSME3IP1:57178806-57178852_57173727-57173869_57185820-57186031	PSME3IP1	ATRT
GSG1:13089208-13089276_13088737-13088909_13090502-13090818	GSG1	ATRT
GAD1:170842569-170842648_170836792-170836883_170844044-170844157	GAD1	ATRT
GLE1:128507216-128507340_128504736-128504904_128508875-128509097	GLE1	ATRT
ZNF226:44165588-44165613_44165083-44165142_44165756-44165807	ZNF226	ATRT
SPARCL1:87528555-87528614_87499520-87499585_87529044-87529372	SPARCL1	ATRT
MCM9:118932607-118932740_118931419-118931738_118934890-118935024	MCM9	ATRT
MTFR1L:25823238-25823323_25823018-25823128_25823643-25823748	MTFR1L	ATRT
MOK:102278606-102278694_102265822-102265912_102283477-102283592	MOK	ATRT
ZNF283:43833505-43833626_43831317-43831381_43835504-43835592	ZNF283	ATRT
KCNG1:51013729-51013844_51012358-51012416_51022869-51023094	KCNG1	ATRT
ERCC8:60909648-60909957_60904791-60904873_60918264-60918388	ERCC8	ATRT
GALK2:49225205-49225349_49217189-49217313_49235850-49235941	GALK2	ATRT
ABCA5:69285388-69285420_69283952-69284072_69285897-69286037	ABCA5	ATRT
LARS2:45519693-45519790_45517962-45518072_45520218-45520296	LARS2	ATRT
RPS27L:63156787-63156973_63156412-63156521_63157399-63157477	RPS27L	ATRT
LRRN3:111097027-111097133_111091005-111091504_111099880-111099962	LRRN3	ATRT
TRIM16:15682854-15682951_15680864-15680953_15683035-15683157	TRIM16	ATRT
TRIM16:15682854-15682964_15680864-15680953_15683035-15683157	TRIM16	ATRT
TRIM16:15682861-15682951_15680864-15680953_15683035-15683157	TRIM16	ATRT
DHX34:47376915-47376989_47376442-47376560_47377099-47377206	DHX34	ATRT
GARNL3:127364589-127364776_127357218-127357377_127365299-127365366	GARNL3	ATRT
SLC25A36:140966934-140967036_140963126-140963227_140970926-140970993	SLC25A36	ATRT
CTNNBIP1:9883705-9883738_9877904-9877989_9910094-9910269	CTNNBIP1	ATRT
TPM1:63065896-63066085_63062575-63062645_63069869-63070314	TPM1	ATRT
DUS2:68025381-68025494_68023264-68023351_68038005-68038149	DUS2	ATRT
IGSF3:116606492-116606551_116603623-116604025_116607941-116608331	IGSF3	ATRT
CARD8:48249523-48249633_48240961-48241063_48249750-48249810	CARD8	ATRT
ENSG00000233184:101072660-101072830_101025849-101026061_101075394-101075716	ENSG00000233184	ATRT
FKTN:105574198-105574332_105573654-105573746_105574944-105575018	FKTN	ATRT
WDR6:49011421-49011516_49007392-49007531_49011634-49012251	WDR6	ATRT
ZMPSTE24:40259350-40259532_40258235-40258394_40260838-40260985	ZMPSTE24	ATRT
FN1:215372109-215372300_215371908-215372015_215373321-215373411	FN1	ATRT
SH3GLB2:129015740-129015864_129014770-129014904_129021090-129021219	SH3GLB2	ATRT
CEP41:130426629-130426759_130416918-130416966_130427954-130428018	CEP41	ATRT
MATR3:139279935-139280058_139279050-139279129_139314674-139314736	MATR3	ATRT
ZSCAN21:100051478-100051610_100049793-100049841_100056910-100057405	ZSCAN21	ATRT
INSYN2A:127176877-127177139_127175211-127176400_127195996-127196158	INSYN2A	ATRT
BROX:222715145-222715269_222713380-222713416_222715683-222715800	BROX	ATRT
TMTC4:100670360-100670569_100668578-100668794_100674743-100674795	TMTC4	ATRT
MOK:102265823-102265912_102251916-102251995_102283477-102283592	MOK	ATRT
ZDHHC8P1:23393926-23394057_23390604-23391724_23399759-23400583	ZDHHC8P1	ATRT
FAM222B:28790378-28790425_28766585-28766707_28834292-28834326	FAM222B	ATRT
PNPLA6:7534379-7534446_7534151-7534239_7534749-7534902	PNPLA6	ATRT
ZC3H18:88587542-88587613_88586599-88586684_88598177-88598326	ZC3H18	ATRT
PSME3IP1:57174620-57174688_57173727-57173869_57186030-57186116	PSME3IP1	ATRT
MFN2:11992279-11992463_11989164-11989343_11992554-11992640	MFN2	ATRT
EMP3:48325991-48326053_48325580-48325610_48326829-48326922	EMP3	ATRT
IRF7:614174-614399_613950-614037_614475-614534	IRF7	ATRT
ZNF239:43567899-43568021_43556343-43558171_43574539-43574618	ZNF239	ATRT
RPS15:1439606-1439826_1438806-1438892_1440025-1440049	RPS15	ATRT
MIR100HG:122100374-122100406_122089116-122091719_122101446-122101783	MIR100HG	ATRT
ATG10:82252562-82252659_82178489-82178587_82276144-82276297	ATG10	ATRT
DDX60L:168475996-168476120_168472695-168472809_168480376-168480439	DDX60L	ATRT
NUTM2A-AS1:87333826-87334814_87330891-87331096_87336785-87336829	AS1	ATRT
INSYN2A:127192605-127192730_127176876-127177139_127195996-127196158	INSYN2A	ATRT
ENSG00000229180:66541242-66541468_66530523-66531871_66545600-66545686	ENSG00000229180	ATRT
RABGAP1L:174877392-174877605_174811831-174811960_174957456-174957549	RABGAP1L	ATRT
ZNF106:42449771-42451954_42448071-42448705_42466052-42466114	ZNF106	ATRT
ZNF551:57685262-57685385_57681976-57682244_57686480-57688028	ZNF551	ATRT
ENSG00000232759:22564966-22565152_22563336-22563430_22571774-22572013	ENSG00000232759	ATRT
FER:108782663-108782755_108748966-108748993_108798123-108798389	FER	ATRT
MIR100HG:122100374-122100406_122089122-122091740_122101446-122101783	MIR100HG	ATRT
PDP2:66883015-66883102_66880518-66880640_66884230-66884594	PDP2	ATRT
DUSP18:30664955-30665121_30663514-30664080_30667461-30667885	DUSP18	ATRT
NT5C2:103105358-103105381_103101044-103101102_103105705-103105801	NT5C2	ATRT
ZBED3-AS1:77098655-77098747_77087001-77087619_77118319-77118521	AS1	ATRT
NEK5:52082238-52082312_52076062-52076143_52083259-52083352	NEK5	ATRT
DISP1:222928430-222928570_222815038-222815078_222942806-222943332	DISP1	ATRT
TBC1D15:71894325-71894375_71893221-71893324_71894685-71894883	TBC1D15	ATRT
LYST:235747170-235747331_235746467-235746527_235751209-235751362	LYST	ATRT
OTX2-AS1:56898268-56898345_56813182-56813469_56951376-56951521	AS1	ATRT
AOPEP:95085930-95086119_95080693-95080780_95086681-95086841	AOPEP	ATRT
SNAPC5:66495330-66495419_66493467-66494552_66497641-66497750	SNAPC5	ATRT
ENSG00000242073:75484198-75484256_75475061-75475188_75485863-75486108	ENSG00000242073	ATRT
LMAN2L:96737137-96737217_96734408-96734526_96737948-96738067	LMAN2L	ATRT
PMF1:156225557-156225668_156213005-156213176_156232319-156232425	PMF1	ATRT
ZDHHC6:112439506-112439626_112438335-112438389_112440533-112440695	ZDHHC6	ATRT
GDAP2:117877776-117877841_117870183-117870616_117878008-117878152	GDAP2	ATRT
ZBTB25:64487114-64487196_64449329-64449638_64490360-64490533	ZBTB25	ATRT
USP7:8929369-8929543_8923214-8923413_8930292-8930397	USP7	ATRT
HGSNAT:43167944-43168061_43161437-43161507_43169172-43169242	HGSNAT	ATRT
AAMDC:77841019-77841060_77821128-77821241_77842478-77842628	AAMDC	ATRT
CEP20:15882949-15883048_15879803-15879888_15884007-15884205	CEP20	ATRT
FGFR1:38458847-38458984_38457355-38457534_38467671-38467712	FGFR1	ATRT
POLR2B:56985260-56985457_56978895-56979004_56986353-56986426	POLR2B	ATRT
FNIP2:158833801-158833890_158833527-158833628_158835404-158835476	FNIP2	ATRT
ERBB2:39713153-39713269_39712321-39712448_39715285-39715292	ERBB2	ATRT
SF3B1:197418896-197419640_197418508-197418588_197420427-197420542	SF3B1	ATRT
SGTA:2782570-2782658_2768968-2769091_2783232-2783270	SGTA	ATRT
OTX2-AS1:56898268-56898345_56813182-56813469_56928879-56930833	AS1	ATRT
SUV39H2:14881500-14881645_14878862-14878919_14896845-14896977	SUV39H2	ATRT
VSIG10:118121501-118121618_118117666-118117882_118126480-118126670	VSIG10	ATRT
HNRNPA2B1:26191422-26191650_26190992-26191128_26192494-26192577	HNRNPA2B1	ATRT
SETD2:47041360-47041483_47037665-47037777_47042560-47042700	SETD2	ATRT
PCMT1:149772048-149772247_149771161-149771266_149773137-149773169	PCMT1	ATRT
SGCE:94621849-94621995_94618757-94618956_94623324-94623397	SGCE	ATRT
NABP1:191682492-191682595_191681945-191682017_191683728-191683804	NABP1	ATRT
USP3:63542055-63542192_63537137-63537156_63553714-63553798	USP3	ATRT
DPH7:137575709-137575892_137574751-137574843_137576079-137576167	DPH7	ATRT
ABR:1011145-1011388_1010728-1010863_1011845-1012589	ABR	ATRT
FAM221A:23698192-23698299_23691389-23691596_23700785-23700868	FAM221A	ATRT
TRIP12:229908965-229909086_229879981-229880128_229921270-229921371	TRIP12	ATRT
MACF1:39083363-39083417_39081315-39081543_39084166-39084438	MACF1	ATRT
ENOSF1:678696-678737_675320-675402_683245-683380	ENOSF1	ATRT
FAM222B:28790378-28790425_28766585-28766707_28842681-28842783	FAM222B	ATRT
GNPTG:1357700-1357832_1352238-1352306_1361742-1361797	GNPTG	ATRT
SNF8:48936855-48936933_48936169-48936242_48937019-48937124	SNF8	ATRT
