splice_id	gene	histology
FCGR2A:161510834-161510956_161509819-161510074_161513894-161513932	FCGR2A	ATRT
RAP1GAP:21601684-21601797_21599493-21599617_21602803-21602913	RAP1GAP	ATRT
EEF1G:62572584-62572742_62571837-62571901_62573830-62573891	EEF1G	ATRT
VAPB:58434602-58434705_58418210-58418363_58438944-58439025	VAPB	ATRT
SENP6:75702645-75703072_75697424-75697517_75709526-75709630	SENP6	ATRT
NAPA:47503423-47503502_47500632-47500749_47514842-47515020	NAPA	ATRT
PPP4C:30081200-30081310_30076314-30076475_30082483-30082534	PPP4C	ATRT
TMEM161B:88240813-88240916_88228440-88228528_88268720-88268799	TMEM161B	ATRT
DMAC2:41433272-41433434_41431317-41432408_41433536-41433673	DMAC2	ATRT
ZFP69B:40454203-40454288_40450475-40451088_40456944-40457071	ZFP69B	ATRT
CSDE1:114737471-114737563_114736757-114736855_114737962-114738072	CSDE1	ATRT
RGL1:183806375-183806485_183742125-183742289_183847565-183847774	RGL1	ATRT
SRSF4:29150103-29150192_29147742-29149226_29154695-29154910	SRSF4	ATRT
KIAA0319L:35506612-35507135_35478965-35479212_35554349-35554519	KIAA0319L	ATRT
MAP4:47921765-47921878_47918718-47918841_47928227-47928302	MAP4	ATRT
EIF4G3:21001199-21001307_20997600-20997633_21002712-21002808	EIF4G3	ATRT
KLC1:103693553-103693634_103692358-103692425_103700654-103700727	KLC1	ATRT
DNAJC4:64231871-64231964_64230431-64230940_64233893-64234184	DNAJC4	ATRT
TARBP2:53505135-53505262_53504611-53504815_53505648-53505686	TARBP2	ATRT
ABHD11:73737221-73737360_73736928-73737110_73737561-73737735	ABHD11	ATRT
NAP1L4:2949227-2949264_2944436-2945646_2951258-2951315	NAP1L4	ATRT
TRIM44:35725924-35726163_35685258-35685336_35735425-35735445	TRIM44	ATRT
DGLUCY:91204706-91204867_91199756-91199905_91215404-91215793	DGLUCY	ATRT
CTNND2:10988111-10988242_10981772-10981846_10992550-10992677	CTNND2	ATRT
ZNF384:6672350-6672532_6670759-6670838_6673215-6673440	ZNF384	ATRT
ATF7IP:14457207-14457295_14456560-14456634_14460494-14461133	ATF7IP	ATRT
NSFL1C:1464329-1464426_1458029-1458274_1466719-1466824	NSFL1C	ATRT
DROSHA:31515454-31515564_31514987-31515219_31521122-31521215	DROSHA	ATRT
GYPC:126690255-126690311_126656157-126656312_126693863-126693947	GYPC	ATRT
ELMOD3:85371440-85371562_85371085-85371209_85377343-85377474	ELMOD3	ATRT
CAMK2G:73853192-73853246_73852253-73852319_73860829-73860854	CAMK2G	ATRT
DCLK2:150203795-150203889_150198001-150198103_150220702-150220778	DCLK2	ATRT
UBE2K:39777682-39777810_39774833-39774933_39778359-39778384	UBE2K	ATRT
WIPI1:68452910-68452992_68450727-68450897_68457341-68457496	WIPI1	ATRT
CDK11B:1645126-1645262_1642346-1642508_1649498-1649637	CDK11B	ATRT
NDUFA10:240022172-240022340_240021116-240021412_240025226-240025306	NDUFA10	ATRT
SETBP1:45038485-45038655_44949880-44953340_45063078-45064808	SETBP1	ATRT
BBS2:56500854-56501025_56498436-56499907_56501352-56501497	BBS2	ATRT
WIZ:15431012-15431182_15429585-15430089_15432433-15432761	WIZ	ATRT
CAMK2G:73847988-73848082_73847224-73847347_73848525-73848609	CAMK2G	ATRT
MPHOSPH9:123162115-123162218_123161135-123161383_123163013-123163134	MPHOSPH9	ATRT
RPTOR:80643728-80643810_80625690-80625793_80707840-80707999	RPTOR	ATRT
MRPL37:54212501-54212658_54209945-54210131_54216140-54216344	MRPL37	ATRT
AKR7A2:19307314-19307410_19307001-19307101_19308157-19308262	AKR7A2	ATRT
PRDM2:13715541-13715614_13700187-13700300_13730999-13731117	PRDM2	ATRT
LDAH:20739971-20740205_20701569-20701652_20774809-20774979	LDAH	ATRT
SPATA20:50549286-50549487_50548809-50549186_50549984-50550115	SPATA20	ATRT
SIKE1:114776346-114776459_114769478-114774372_114779141-114779284	SIKE1	ATRT
DZIP1L:138071643-138071835_138068150-138068367_138077498-138077632	DZIP1L	ATRT
DSTYK:205148205-205148339_205142504-205147745_205150679-205150794	DSTYK	ATRT
SPAST:32144937-32145007_32143335-32143415_32147217-32147258	SPAST	ATRT
TCTN2:123688051-123688177_123686835-123687035_123690532-123690674	TCTN2	ATRT
LAS1L:65528260-65528369_65524763-65525050_65529211-65529258	LAS1L	ATRT
AARS1:70258053-70258217_70255727-70255836_70258979-70259186	AARS1	ATRT
CEP44:174297966-174298062_174283910-174283943_174299071-174299210	CEP44	ATRT
PHF2:93659511-93659600_93658144-93658236_93660191-93660560	PHF2	ATRT
GGA3:75243063-75243258_75242883-75242911_75243446-75243570	GGA3	ATRT
GBF1:102352458-102352518_102351842-102351951_102353599-102353654	GBF1	ATRT
PGAP6:372611-372727_370787-372283_374004-374151	PGAP6	ATRT
CEP20:15873491-15873627_15865718-15867516_15879803-15879888	CEP20	ATRT
ADAM23:206562203-206562293_206561127-206561212_206565019-206565068	ADAM23	ATRT
POLA1:24703251-24703347_24699424-24699549_24704388-24704469	POLA1	ATRT
EPB41:29097807-29097935_29064956-29065158_29109335-29109346	EPB41	ATRT
NASP:45600385-45600457_45594693-45594773_45602254-45602365	NASP	ATRT
CKAP2:52460896-52460974_52456522-52456607_52461057-52461258	CKAP2	ATRT
AOPEP:94928425-94928531_94923985-94924175_94955176-94955279	AOPEP	ATRT
CLIP2:74364255-74364315_74360174-74360278_74375886-74376822	CLIP2	ATRT
PNPLA6:7541984-7542067_7541447-7541684_7542560-7542670	PNPLA6	ATRT
ZCWPW1:100405013-100405093_100404177-100404244_100406693-100406798	ZCWPW1	ATRT
ESYT2:158749649-158749723_158748193-158748280_158759485-158759581	ESYT2	ATRT
GRK2:67283707-67283773_67283127-67283228_67283853-67283949	GRK2	ATRT
ANKRD13D:67299058-67299124_67291990-67292180_67299529-67299611	ANKRD13D	ATRT
GAPVD1:125323798-125323923_125321432-125321562_125326415-125326589	GAPVD1	ATRT
GOLGA8A:34435383-34435471_34407523-34407735_34437397-34437466	GOLGA8A	ATRT
RRBP1:17679999-17680075_17658595-17660528_17682027-17682060	RRBP1	ATRT
CPT1C:49691821-49691953_49691115-49691340_49692238-49692393	CPT1C	ATRT
ITPK1:93076595-93076619_93016675-93016801_93115068-93115184	ITPK1	ATRT
PILRB:100353895-100354012_100353209-100353270_100355142-100355240	PILRB	ATRT
PFDN5:53296244-53296275_53295838-53295941_53297849-53297924	PFDN5	ATRT
EIF3K:38632430-38632496_38626027-38626102_38634992-38635118	EIF3K	ATRT
BRAT1:2539179-2539351_2537809-2538764_2539543-2539642	BRAT1	ATRT
ELMOD3:85363097-85363166_85362185-85362260_85368685-85368754	ELMOD3	ATRT
TSPOAP1:58304338-58304399_58301230-58302447_58305060-58305171	TSPOAP1	ATRT
TBCD:82756165-82756215_82752041-82752377_82763964-82764062	TBCD	ATRT
ZNF217:53571721-53571853_53567070-53569264_53575726-53577280	ZNF217	ATRT
CASTOR3:100223570-100223698_100200652-100202603_100223881-100223943	CASTOR3	ATRT
MTSS2:70677792-70677899_70676880-70676978_70678251-70678339	MTSS2	ATRT
PFKL:44311006-44311083_44306680-44306754_44312104-44312294	PFKL	ATRT
MFSD11:76743398-76743456_76742176-76742273_76744321-76744466	MFSD11	ATRT
DKK3:11998696-11998779_11968394-11968487_12002299-12002437	DKK3	ATRT
ZC3H7B:41332171-41332227_41330022-41330103_41338312-41338355	ZC3H7B	ATRT
ARHGEF7:111205289-111205373_111153713-111153991_111209871-111210002	ARHGEF7	ATRT
KMT2B:35719469-35719541_35717972-35718381_35719783-35721804	KMT2B	ATRT
ARHGAP23:38498414-38498510_38497784-38497826_38500596-38500628	ARHGAP23	ATRT
SLC45A1:8325298-8325390_8324305-8324726_8325817-8326042	SLC45A1	ATRT
SMG7:183512837-183512868_183472215-183472649_183515873-183515894	SMG7	ATRT
ENOSF1:678696-678737_677742-677872_683245-683380	ENOSF1	ATRT
TIE1:43307796-43307924_43307431-43307572_43308985-43309131	TIE1	ATRT
KEAP1:10489192-10489368_10486124-10486818_10489647-10489853	KEAP1	ATRT
PUM1:30964674-30964910_30953713-30953981_30965981-30966197	PUM1	ATRT
RNF216P1:4995475-4995582_4989062-4989177_4996609-4996673	RNF216P1	ATRT
MINDY1:151002165-151002968_151001724-151001782_151006311-151006797	MINDY1	ATRT
PILRA:100389888-100390106_100374043-100374433_100397878-100397912	PILRA	ATRT
GPBP1:57214074-57214193_57175447-57176400_57230845-57230969	GPBP1	ATRT
IGF2BP2:185672541-185672669_185658340-185658409_185675295-185675431	IGF2BP2	ATRT
LSP1P4:91654920-91654997_91636687-91637033_91655367-91655378	LSP1P4	ATRT
AP1M1:16228770-16228928_16228136-16228208_16233492-16233618	AP1M1	ATRT
VPS41:38898091-38898129_38869145-38869253_38909153-38909174	VPS41	ATRT
SYBU:109642728-109642932_109618810-109619039_109644635-109644716	SYBU	ATRT
MEIS2:37096289-37096430_37095563-37095614_37097966-37098199	MEIS2	ATRT
EAF2:121854687-121854823_121844452-121844547_121857010-121857156	EAF2	ATRT
KDM4B:5032866-5033031_5016256-5016339_5039835-5040011	KDM4B	ATRT
EHMT1:137710967-137711030_137618991-137619049_137716625-137716953	EHMT1	ATRT
ACOX3:8373561-8373628_8370907-8370994_8374977-8375152	ACOX3	ATRT
ADGRL1:14183533-14183697_14177530-14177744_14205984-14206169	ADGRL1	ATRT
CHFR:132869619-132869798_132861466-132861634_132870723-132870783	CHFR	ATRT
MLX:42568470-42568559_42567618-42567655_42568836-42568943	MLX	ATRT
UBN1:4871155-4871301_4870843-4870972_4872883-4872934	UBN1	ATRT
KIAA0753:6611919-6612148_6609993-6610160_6620787-6620998	KIAA0753	ATRT
SH3BP2:2829493-2830147_2827605-2827674_2831570-2831679	SH3BP2	ATRT
IST1:71923288-71923380_71922473-71922680_71924768-71924817	IST1	ATRT
VPS53:661809-661895_655837-655953_697417-697484	VPS53	ATRT
SNU13:41682356-41682587_41680243-41680364_41688793-41688895	SNU13	ATRT
TEAD2:49355959-49355970_49355302-49355419_49357251-49357314	TEAD2	ATRT
CD59:33731424-33731468_33722378-33722463_33736381-33736423	CD59	ATRT
SCG5:32691710-32691763_32684439-32684669_32696513-32696626	SCG5	ATRT
MAP4:47977865-47977933_47928227-47928350_47998637-47998879	MAP4	ATRT
SOX2-OT:181699598-181699883_181610769-181610929_181715184-181715292	OT	ATRT
TRIO:14507122-14507260_14504392-14504593_14507879-14508676	TRIO	ATRT
RBCK1:409881-410025_408049-408779_410411-410764	RBCK1	ATRT
RWDD3:95244211-95244715_95234210-95234315_95246541-95246657	RWDD3	ATRT
ECHDC2:52906519-52906611_52905033-52905090_52907867-52907954	ECHDC2	ATRT
PKP4:158676739-158676867_158673882-158674000_158680428-158681052	PKP4	ATRT
TRIM37:59104293-59104394_59091299-59091340_59106440-59106459	TRIM37	ATRT
ARHGAP12:31839305-31839319_31831738-31831800_31839636-31839711	ARHGAP12	ATRT
ATP2A2:110292020-110292124_110282712-110282795_110296598-110296712	ATP2A2	ATRT
KTN1:55663955-55664041_55661273-55661612_55670728-55670809	KTN1	ATRT
ABAT:8735699-8735809_8674616-8674711_8746000-8746025	ABAT	ATRT
CHRAC1:140514369-140514495_140511321-140511646_140515125-140515765	CHRAC1	ATRT
SPIDR:47727200-47727293_47713488-47713641_47735306-47735916	SPIDR	ATRT
ACSF3:89114339-89114487_89112091-89112246_89120800-89120913	ACSF3	ATRT
ENSG00000284024:14842134-14842846_14840074-14840157_14843370-14846999	ENSG00000284024	ATRT
COX6B1:35654571-35654671_35651232-35651349_35658593-35658726	COX6B1	ATRT
EPB41L1:36214357-36214440_36212271-36212376_36221863-36221934	EPB41L1	ATRT
RP9P:32933814-32933896_32930077-32930108_32942869-32943176	RP9P	ATRT
ENTR1:136408999-136409067_136407825-136407938_136410089-136410239	ENTR1	ATRT
RASSF8:25995037-25995130_25958681-25959148_26055235-26055446	RASSF8	ATRT
UNC13A:17676012-17676041_17674656-17674756_17688177-17688326	UNC13A	ATRT
PRRC2A:31622727-31622901_31620719-31620858_31623731-31623909	PRRC2A	ATRT
CROCCP2:16626353-16626499_16625374-16626005_16627144-16627289	CROCCP2	ATRT
PTPRA:2947982-2948024_2873517-2873760_2964271-2964350	PTPRA	ATRT
ZNF461:36643794-36643862_36636617-36640043_36656447-36656543	ZNF461	ATRT
MEG8:100897593-100897732_100894888-100895039_100898956-100899085	MEG8	ATRT
TMEM145:42317709-42317881_42316869-42316963_42320316-42320437	TMEM145	ATRT
SIX5:45766350-45767155_45764784-45766111_45768041-45769252	SIX5	ATRT
NRM:30690025-30690243_30688046-30688942_30690841-30690986	NRM	ATRT
NRM:30690047-30690243_30688046-30688942_30690841-30690976	NRM	ATRT
ZBTB24:109476763-109476930_109476174-109476258_109481074-109482054	ZBTB24	ATRT
BCL2L13:17702243-17702386_17688985-17689142_17726676-17728699	BCL2L13	ATRT
CFAP36:55528878-55528992_55523720-55523822_55533872-55533960	CFAP36	ATRT
NPAS3:33215537-33215587_33215181-33215426_33367191-33367268	NPAS3	ATRT
NT5DC2:52525209-52525295_52524962-52525103_52527293-52527375	NT5DC2	ATRT
RMST:97495931-97496056_97494694-97494881_97530654-97530859	RMST	ATRT
EXTL1:26029600-26029707_26029192-26029286_26030475-26030595	EXTL1	ATRT
PCED1B-AS1:47210640-47210761_47206510-47206588_47216164-47216200	AS1	ATRT
MBOAT2:8943187-8943264_8908620-8908716_9003539-9003658	MBOAT2	ATRT
USP32:60288523-60288682_60271349-60271481_60294682-60294801	USP32	ATRT
TMEM129:1717516-1717703_1716600-1717428_1718151-1718235	TMEM129	ATRT
USP30:109056682-109056791_109052575-109052761_109067523-109067627	USP30	ATRT
IGSF9B:133929671-133929782_133926915-133927091_133930983-133931134	IGSF9B	ATRT
PPP2R2D:131943968-131943997_131940581-131940694_131944094-131944145	PPP2R2D	ATRT
RNH1:504824-504996_502061-502249_507112-507195	RNH1	ATRT
WDR17:176145995-176146159_176141982-176142069_176148132-176148335	WDR17	ATRT
ARMCX5-GPRASP2:102601464-102601509_102599525-102599847_102605481-102605653	GPRASP2	ATRT
ARHGEF9:63665886-63666017_63655493-63655737_63674037-63674138	ARHGEF9	ATRT
MICOS10:19622100-19622147_19596978-19597109_19623473-19623551	MICOS10	ATRT
EFEMP1:55876623-55876742_55874945-55875065_55881611-55881734	EFEMP1	ATRT
NDST1:150548218-150548388_150545311-150545486_150549677-150549787	NDST1	ATRT
ATP2B4:203723881-203723988_203722477-203722689_203727394-203727571	ATP2B4	ATRT
ATP2A2:110322992-110323072_110296598-110296737_110326389-110326475	ATP2A2	ATRT
FAM114A2:154011241-154011320_154002846-154002969_154026398-154026522	FAM114A2	ATRT
CRIM1:36464534-36464655_36442614-36442735_36476888-36477071	CRIM1	ATRT
HACE1:104811311-104811393_104796928-104797025_104833041-104833173	HACE1	ATRT
RBM23:22909483-22909595_22905584-22906368_22918998-22919138	RBM23	ATRT
RBM23:22911328-22911403_22906014-22906368_22918998-22919110	RBM23	ATRT
PICALM:86031469-86031611_86014869-86014963_86068650-86068733	PICALM	ATRT
TMEM62:43146493-43146634_43135511-43135649_43148754-43148788	TMEM62	ATRT
DIAPH2:96735758-96735790_96684711-96685190_96738585-96738762	DIAPH2	ATRT
HNRNPA2B1:26192495-26192577_26189926-26192338_26193250-26193373	HNRNPA2B1	ATRT
RO60:193069034-193069634_193060033-193060222_193075819-193076040	RO60	ATRT
ENSG00000262879:47054118-47054213_47033277-47033381_47056459-47056753	ENSG00000262879	ATRT
ARHGEF10:1843353-1843436_1823925-1824113_1857959-1858115	ARHGEF10	ATRT
ZNF37A:38094931-38095224_38094333-38094490_38095537-38095559	ZNF37A	ATRT
TMBIM1:218281940-218282181_218280025-218280126_218292465-218292503	TMBIM1	ATRT
AKAP10:19940887-19941010_19939712-19939849_19941825-19941910	AKAP10	ATRT
TSBP1-AS1:32365780-32365839_32255081-32255414_32390213-32390753	AS1	ATRT
JOSD2:50507574-50507699_50506377-50506572_50510285-50510445	JOSD2	ATRT
PACRGL:20707803-20707870_20704659-20704814_20713431-20713521	PACRGL	ATRT
PPP2R2D:131934458-131934555_131901237-131901330_131940030-131940196	PPP2R2D	ATRT
KIAA0586:58540071-58540136_58512521-58512627_58547780-58548036	KIAA0586	ATRT
PPFIBP1:27674192-27674221_27673766-27673827_27676427-27676599	PPFIBP1	ATRT
GATB:151672762-151672896_151670503-151671302_151679812-151679891	GATB	ATRT
ALDOA:30065876-30065927_30064738-30064784_30067233-30067366	ALDOA	ATRT
NCOR2:124354478-124354582_124354092-124354196_124354836-124354939	NCOR2	ATRT
SNHG14:25085190-25085322_25082767-25083527_25087466-25087599	SNHG14	ATRT
FBXO38:148427213-148427947_148425521-148425701_148433423-148433524	FBXO38	ATRT
RAB29:205771472-205771653_205770732-205770854_205774832-205775233	RAB29	ATRT
SYTL2:85717483-85717530_85711112-85711232_85718789-85718843	SYTL2	ATRT
MAP2:209507592-209507641_209424046-209424276_209580035-209580100	MAP2	ATRT
EPB41L1:36112426-36112480_36092709-36092813_36175550-36175671	EPB41L1	ATRT
PAQR3:78935121-78935176_78930169-78930325_78939039-78939195	PAQR3	ATRT
RIPK2:89762829-89762982_89757815-89758233_89765340-89765496	RIPK2	ATRT
RNF180:64200808-64200942_64165842-64165953_64212064-64212160	RNF180	ATRT
SYNCRIP:85642797-85642890_85641291-85641451_85643749-85643778	SYNCRIP	ATRT
BLOC1S1:55716933-55717005_55716291-55716717_55719090-55719223	BLOC1S1	ATRT
COL23A1:178256866-178256928_178256352-178256397_178257522-178257567	COL23A1	ATRT
ZNF213:3138745-3138818_3138353-3138541_3140688-3141779	ZNF213	ATRT
CELSR3:48652437-48652553_48651876-48652048_48653001-48653187	CELSR3	ATRT
NFASC:204920632-204920740_204828650-204828782_204944225-204944406	NFASC	ATRT
ANXA11:80176107-80176155_80172806-80172869_80205342-80205537	ANXA11	ATRT
TNRC18:5390485-5390628_5387671-5389336_5394439-5394595	TNRC18	ATRT
PTCD3:86125795-86125880_86125454-86125515_86127160-86127305	PTCD3	ATRT
CIRBP:1270867-1271036_1269265-1269410_1271328-1271467	CIRBP	ATRT
CIRBP:1270928-1271036_1269267-1269410_1271328-1271467	CIRBP	ATRT
SCUBE2:9053637-9053759_9053098-9053215_9055792-9055909	SCUBE2	ATRT
SLC29A4:5287809-5287985_5282942-5283082_5290731-5290863	SLC29A4	ATRT
ARPC4-TTLL3:9801661-9801756_9800184-9800296_9803842-9804013	TTLL3	ATRT
TASOR2:5735304-5735546_5730486-5731203_5739617-5740497	TASOR2	ATRT
RBCK1:409830-410025_408304-408779_410411-410764	RBCK1	ATRT
BIN1:127051154-127051243_127050801-127050912_127057472-127057601	BIN1	ATRT
ANO10:43432611-43432727_43365847-43366974_43549719-43549848	ANO10	ATRT
ABCB8:151033605-151033917_151028449-151028610_151034272-151034428	ABCB8	ATRT
COPS3:17276035-17276164_17270757-17271008_17281131-17281160	COPS3	ATRT
FAM13A:88990973-88991150_88936282-88938241_89020459-89020669	FAM13A	ATRT
DCAF8:160261285-160261325_160243959-160244034_160262275-160262436	DCAF8	ATRT
SH3BP5:15256853-15257113_15254352-15256303_15258830-15258883	SH3BP5	ATRT
ADCY8:130847424-130847513_130836276-130836449_130849601-130849803	ADCY8	ATRT
SOX1-OT:112095475-112095631_112057057-112057183_112098315-112098474	OT	ATRT
CEP350:179990507-179990621_179987239-179987286_179992061-179992221	CEP350	ATRT
R3HDM1:135616152-135616193_135604805-135605016_135616667-135616757	R3HDM1	ATRT
ENSG00000288721:41909269-41909522_41907015-41907287_41916784-41916939	ENSG00000288721	ATRT
ENSG00000285589:12669128-12669233_12668519-12668617_12669353-12672601	ENSG00000285589	ATRT
SIVA1:104755630-104755824_104753146-104753319_104756603-104756760	SIVA1	ATRT
GRAMD4:46676600-46676668_46675467-46675552_46677146-46679683	GRAMD4	ATRT
RNF115:145751438-145751510_145750406-145750500_145752977-145753049	RNF115	ATRT
SLC37A4:119026571-119026688_119025966-119026080_119026936-119027095	SLC37A4	ATRT
UBR7:93212032-93212127_93210647-93210708_93214928-93214982	UBR7	ATRT
IFT81:110143382-110143545_110136775-110136860_110146952-110147048	IFT81	ATRT
DCTN4:150742114-150742157_150733367-150733475_150753478-150753657	DCTN4	ATRT
PHC1:8933307-8933350_8932562-8932813_8933864-8933980	PHC1	ATRT
VTA1:142203985-142204065_142198438-142198615_142218497-142219067	VTA1	ATRT
UBE2K:39745752-39745810_39698138-39698390_39755656-39755739	UBE2K	ATRT
SLC1A3:36683864-36683998_36680346-36680589_36686064-36686233	SLC1A3	ATRT
TPST1:66240325-66241270_66205333-66205522_66286510-66286709	TPST1	ATRT
ZNF639:179325042-179325322_179323075-179323291_179327560-179327631	ZNF639	ATRT
AP2M1:184178857-184179122_184176777-184177067_184180168-184180237	AP2M1	ATRT
GPRASP2:102713091-102713217_102712444-102712552_102713781-102713849	GPRASP2	ATRT
TBC1D20:447889-448074_445049-445130_462335-462361	TBC1D20	ATRT
CNOT8:154865192-154865385_154858538-154858768_154870660-154870704	CNOT8	ATRT
WDFY3:84932270-84932363_84896910-84897010_84966208-84966391	WDFY3	ATRT
RIOK3:23467399-23467526_23466132-23466276_23473428-23473483	RIOK3	ATRT
KIAA0100:28628265-28628559_28624232-28624390_28631478-28631681	KIAA0100	ATRT
NLGN2:7412157-7412207_7407844-7408712_7414343-7414493	NLGN2	ATRT
